	GROUP	EDGE	VALUE
0	TREATED	AKT123_MAPKAP2	0.21880403489042893
0	TREATED	CJUN_JNK	0.009598918610003905
0	TREATED	AKT123_EGFR	0.09224067954441027
0	TREATED	AKT1_EGFR	0.19627729291134946
0	TREATED	SMAD159_BMPR	0.14979006641046505
0	TREATED	IKBA_AKT1	-0.31829762281100993
0	TREATED	CREB_P38	0.0420706046833972
0	TREATED	RB_CDC2	-2.2412514842182705
0	TREATED	MAPKAP2_P38	0.38087671028477815
0	TREATED	FAK_SRC	0.19950811893871412
0	TREATED	RB_CDK4	-1.714667853872204
0	TREATED	SMAD15_BMPR	-0.22141094782339948
0	TREATED	AKT123_MAPKAP2	0.11425245775194574
0	TREATED	CJUN_JNK	0.05217537900512223
0	TREATED	AKT123_EGFR	0.03187972089938427
0	TREATED	AKT1_EGFR	-0.22204025795583673
0	TREATED	SMAD159_BMPR	0.1733492604839453
0	TREATED	IKBA_AKT1	-0.05219899503455909
0	TREATED	CREB_P38	0.36627191402515746
0	TREATED	RB_CDC2	-0.8680364064782031
0	TREATED	MAPKAP2_P38	0.44187744232721504
0	TREATED	FAK_SRC	0.06183298972449127
0	TREATED	RB_CDK4	1.2360584656263345
0	TREATED	SMAD15_BMPR	0.19285463783693993
0	TREATED	AKT123_MAPKAP2	0.1612841927392051
0	TREATED	CJUN_JNK	0.010268110246882123
0	TREATED	AKT123_EGFR	0.126608055098538
0	TREATED	AKT1_EGFR	0.06941071644669887
0	TREATED	SMAD159_BMPR	-0.16749485181597318
0	TREATED	IKBA_AKT1	-0.24655689439082673
0	TREATED	CREB_P38	0.030061038673753943
0	TREATED	RB_CDC2	-1.2848891188182545
0	TREATED	MAPKAP2_P38	0.107303735341383
0	TREATED	FAK_SRC	-0.14772524004954557
0	TREATED	RB_CDK4	-0.011242352345757378
0	TREATED	SMAD15_BMPR	0.004377575610710227
0	TREATED	AKT123_MAPKAP2	-0.030187082984529615
0	TREATED	CJUN_JNK	-0.07693304003658136
0	TREATED	AKT123_EGFR	-0.07403890701055922
0	TREATED	AKT1_EGFR	-0.04024437182241959
0	TREATED	SMAD159_BMPR	0.20978075636277935
0	TREATED	IKBA_AKT1	-0.1970796840632394
0	TREATED	CREB_P38	0.145507010070873
0	TREATED	RB_CDC2	0.469348165269853
0	TREATED	MAPKAP2_P38	0.22891809716552042
0	TREATED	FAK_SRC	-0.058761410779244114
0	TREATED	RB_CDK4	0.12019814316915167
0	TREATED	SMAD15_BMPR	-0.18588342221777104
0	TREATED	AKT123_MAPKAP2	0.1769309304056484
0	TREATED	CJUN_JNK	-0.05178561890443138
0	TREATED	AKT123_EGFR	0.080977282152561
0	TREATED	AKT1_EGFR	-0.07970834862379413
0	TREATED	SMAD159_BMPR	-0.04746045967382742
0	TREATED	IKBA_AKT1	0.2095784126189981
0	TREATED	CREB_P38	0.297745184420646
0	TREATED	RB_CDC2	0.07916621481499253
0	TREATED	MAPKAP2_P38	-0.14043825502770485
0	TREATED	FAK_SRC	0.20270847958485225
0	TREATED	RB_CDK4	0.059288954724585785
0	TREATED	SMAD15_BMPR	-0.39188106576901827
0	TREATED	AKT123_MAPKAP2	0.0782091884160387
0	TREATED	CJUN_JNK	-0.021546198435147206
0	TREATED	AKT123_EGFR	-0.13258552127135348
0	TREATED	AKT1_EGFR	0.008414996571749933
0	TREATED	SMAD159_BMPR	0.4598863982443887
0	TREATED	IKBA_AKT1	-0.3828194538277178
0	TREATED	CREB_P38	0.11078509035365526
0	TREATED	RB_CDC2	-1.376500543516419
0	TREATED	MAPKAP2_P38	0.3099363455285438
0	TREATED	FAK_SRC	-0.07479937744166162
0	TREATED	RB_CDK4	1.134724459301303
0	TREATED	SMAD15_BMPR	0.22296107687824307
0	TREATED	AKT123_MAPKAP2	-0.0755691129203689
0	TREATED	CJUN_JNK	0.09000224487797764
0	TREATED	AKT123_EGFR	0.010265177703928104
0	TREATED	AKT1_EGFR	0.02707747463849225
0	TREATED	SMAD159_BMPR	-0.07026935164284068
0	TREATED	IKBA_AKT1	-0.08811052623087033
0	TREATED	CREB_P38	0.13610113306796295
0	TREATED	RB_CDC2	-0.9972270607392435
0	TREATED	MAPKAP2_P38	0.0626361523136522
0	TREATED	FAK_SRC	0.10713197218045772
0	TREATED	RB_CDK4	-0.4441700316598014
0	TREATED	SMAD15_BMPR	-0.012774004781128084
0	TREATED	AKT123_MAPKAP2	0.06047914536972594
0	TREATED	CJUN_JNK	-0.02784382447880653
0	TREATED	AKT123_EGFR	-0.05139399815473874
0	TREATED	AKT1_EGFR	0.05800369287703594
0	TREATED	SMAD159_BMPR	0.5150793000304986
0	TREATED	IKBA_AKT1	0.404568030274144
0	TREATED	CREB_P38	0.4284215819052667
0	TREATED	RB_CDC2	0.178591677110308
0	TREATED	MAPKAP2_P38	0.07820550727299014
0	TREATED	FAK_SRC	0.27682583541206746
0	TREATED	RB_CDK4	-0.30267613234075064
0	TREATED	SMAD15_BMPR	0.49435356373707
0	TREATED	AKT123_MAPKAP2	0.03116314954165765
0	TREATED	CJUN_JNK	-0.11966964453819408
0	TREATED	AKT123_EGFR	-0.13099957900267392
0	TREATED	AKT1_EGFR	-0.09456508545756298
0	TREATED	SMAD159_BMPR	0.029084996666151886
0	TREATED	IKBA_AKT1	0.030507177902758517
0	TREATED	CREB_P38	0.11068509931279062
0	TREATED	RB_CDC2	2.253876968178402
0	TREATED	MAPKAP2_P38	-0.006891769567571732
0	TREATED	FAK_SRC	-0.22424187802817167
0	TREATED	RB_CDK4	0.08689791064940977
0	TREATED	SMAD15_BMPR	0.1372470380020418
0	TREATED	AKT123_MAPKAP2	-0.07512323819344073
0	TREATED	CJUN_JNK	0.009025872987663787
0	TREATED	AKT123_EGFR	0.013847380435708156
0	TREATED	AKT1_EGFR	0.00660251844307172
0	TREATED	SMAD159_BMPR	-0.4061067050147592
0	TREATED	IKBA_AKT1	-0.07585700592100054
0	TREATED	CREB_P38	0.045765140174381484
0	TREATED	RB_CDC2	2.164080240063813
0	TREATED	MAPKAP2_P38	0.043021424030825976
0	TREATED	FAK_SRC	0.09796519759284189
0	TREATED	RB_CDK4	-0.75645663551226
0	TREATED	SMAD15_BMPR	-0.03624540452756668
0	TREATED	AKT123_MAPKAP2	-0.07668571514311415
0	TREATED	CJUN_JNK	0.10794245153491358
0	TREATED	AKT123_EGFR	-0.13286580376684298
0	TREATED	AKT1_EGFR	0.11457832956181256
0	TREATED	SMAD159_BMPR	-0.10425371732836436
0	TREATED	IKBA_AKT1	-0.002017946318554162
0	TREATED	CREB_P38	0.13588161626729378
0	TREATED	RB_CDC2	-2.4647005894457643
0	TREATED	MAPKAP2_P38	0.2248058458250799
0	TREATED	FAK_SRC	-0.2195758241157771
0	TREATED	RB_CDK4	-0.2955807894851513
0	TREATED	SMAD15_BMPR	0.20461918006647062
0	TREATED	AKT123_MAPKAP2	-0.029209908945318108
0	TREATED	CJUN_JNK	-0.1163111391667061
0	TREATED	AKT123_EGFR	0.1168837409458749
0	TREATED	AKT1_EGFR	0.11316204307788079
0	TREATED	SMAD159_BMPR	-0.09574316605534042
0	TREATED	IKBA_AKT1	0.21716876734476798
0	TREATED	CREB_P38	0.04384729910525958
0	TREATED	RB_CDC2	-4.1101227794933415
0	TREATED	MAPKAP2_P38	-0.022576261427698543
0	TREATED	FAK_SRC	-0.22309274978218047
0	TREATED	RB_CDK4	0.6591095594544977
0	TREATED	SMAD15_BMPR	0.002809055260732163
0	TREATED	AKT123_MAPKAP2	0.02115922840607387
0	TREATED	CJUN_JNK	0.0023415490078717983
0	TREATED	AKT123_EGFR	-0.05624631944181561
0	TREATED	AKT1_EGFR	-0.07883143471420907
0	TREATED	SMAD159_BMPR	0.11010063571977452
0	TREATED	IKBA_AKT1	0.5209540292154125
0	TREATED	CREB_P38	-0.03150896323120346
0	TREATED	RB_CDC2	2.969829074888977
0	TREATED	MAPKAP2_P38	0.409231541805244
0	TREATED	FAK_SRC	0.11501320586408184
0	TREATED	RB_CDK4	0.16707969483144053
0	TREATED	SMAD15_BMPR	-0.21332335664979013
0	TREATED	AKT123_MAPKAP2	-0.10977312889798214
0	TREATED	CJUN_JNK	-0.021481707815299296
0	TREATED	AKT123_EGFR	0.08298357408830105
0	TREATED	AKT1_EGFR	-0.05848854770870279
0	TREATED	SMAD159_BMPR	-0.41191951745207317
0	TREATED	IKBA_AKT1	0.05160424908791135
0	TREATED	CREB_P38	0.23563325685463393
0	TREATED	RB_CDC2	-1.101150878501966
0	TREATED	MAPKAP2_P38	-0.2750560741059783
0	TREATED	FAK_SRC	-0.09273343924873349
0	TREATED	RB_CDK4	-0.999266637007264
0	TREATED	SMAD15_BMPR	0.09045340459520722
0	TREATED	AKT123_MAPKAP2	0.1682175786453218
0	TREATED	CJUN_JNK	-0.04331613705784652
0	TREATED	AKT123_EGFR	0.0898336507410567
0	TREATED	AKT1_EGFR	0.10378038010954821
0	TREATED	SMAD159_BMPR	-0.13268644164152077
0	TREATED	IKBA_AKT1	-0.07745810348004897
0	TREATED	CREB_P38	-0.17120098232517802
0	TREATED	RB_CDC2	2.259282932475147
0	TREATED	MAPKAP2_P38	-0.42802932698595986
0	TREATED	FAK_SRC	0.152586620633062
0	TREATED	RB_CDK4	-1.7247644476901232
0	TREATED	SMAD15_BMPR	0.3136305605608153
0	TREATED	AKT123_MAPKAP2	-0.11630143656932078
0	TREATED	CJUN_JNK	0.05044703894566448
0	TREATED	AKT123_EGFR	0.1526850801878569
0	TREATED	AKT1_EGFR	0.13714829646737847
0	TREATED	SMAD159_BMPR	-0.26571591874096395
0	TREATED	IKBA_AKT1	0.023282133897112818
0	TREATED	CREB_P38	-0.39581493898658515
0	TREATED	RB_CDC2	-2.089480238865406
0	TREATED	MAPKAP2_P38	-0.22540121537547736
0	TREATED	FAK_SRC	-0.03017102329506364
0	TREATED	RB_CDK4	-0.8866314147347479
0	TREATED	SMAD15_BMPR	0.07984564303985256
0	TREATED	AKT123_MAPKAP2	-0.10937769368777611
0	TREATED	CJUN_JNK	0.14439730466130923
0	TREATED	AKT123_EGFR	-0.025579348056646876
0	TREATED	AKT1_EGFR	-0.05904003563738848
0	TREATED	SMAD159_BMPR	-0.08050219889235483
0	TREATED	IKBA_AKT1	0.16366133071652478
0	TREATED	CREB_P38	-0.34687928096109244
0	TREATED	RB_CDC2	2.4804243658515124
0	TREATED	MAPKAP2_P38	0.21435367430484215
0	TREATED	FAK_SRC	-0.17270469229093802
0	TREATED	RB_CDK4	0.5619014772887636
0	TREATED	SMAD15_BMPR	-0.027261666218233283
0	TREATED	AKT123_MAPKAP2	0.2341050143503608
0	TREATED	CJUN_JNK	-0.012922155005808005
0	TREATED	AKT123_EGFR	0.025187834441119536
0	TREATED	AKT1_EGFR	-0.09350056735635845
0	TREATED	SMAD159_BMPR	0.3217674066994726
0	TREATED	IKBA_AKT1	0.370925852523437
0	TREATED	CREB_P38	-0.04919821845649368
0	TREATED	RB_CDC2	1.3119767222658705
0	TREATED	MAPKAP2_P38	0.3867093763903931
0	TREATED	FAK_SRC	-0.15684184595540274
0	TREATED	RB_CDK4	0.48036552659298515
0	TREATED	SMAD15_BMPR	-0.38223331260432897
0	TREATED	AKT123_MAPKAP2	-0.007631666107883406
0	TREATED	CJUN_JNK	0.04588180667576848
0	TREATED	AKT123_EGFR	0.04914329298650484
0	TREATED	AKT1_EGFR	-0.049494804095310874
0	TREATED	SMAD159_BMPR	0.48431000073533037
0	TREATED	IKBA_AKT1	-0.0604580305046349
0	TREATED	CREB_P38	0.08377653359560477
0	TREATED	RB_CDC2	0.26690514979649493
0	TREATED	MAPKAP2_P38	0.060467335338678666
0	TREATED	FAK_SRC	0.0039853667516296445
0	TREATED	RB_CDK4	-0.5720212196984175
0	TREATED	SMAD15_BMPR	-0.0020000000000000018
0	TREATED	AKT123_MAPKAP2	0.008731188676156645
0	TREATED	CJUN_JNK	0.02290436706924017
0	TREATED	AKT123_EGFR	0.14092603397749204
0	TREATED	AKT1_EGFR	0.03970959033365158
0	TREATED	SMAD159_BMPR	-0.3331923194132021
0	TREATED	IKBA_AKT1	-0.05939788676662969
0	TREATED	CREB_P38	-0.31645441399289626
0	TREATED	RB_CDC2	-0.27294803952157776
0	TREATED	MAPKAP2_P38	-0.002173942768906971
0	TREATED	FAK_SRC	0.019780061904965507
0	TREATED	RB_CDK4	-0.47333865650629714
0	TREATED	SMAD15_BMPR	0.07824255960509124
0	TREATED	AKT123_MAPKAP2	0.08085205603285726
0	TREATED	CJUN_JNK	0.02038786905959638
0	TREATED	AKT123_EGFR	-0.0946100002820006
0	TREATED	AKT1_EGFR	0.03853495537998973
0	TREATED	SMAD159_BMPR	0.5134074917161532
0	TREATED	IKBA_AKT1	0.2607848932952414
0	TREATED	CREB_P38	-0.10445097198595801
0	TREATED	RB_CDC2	-1.3867208932790858
0	TREATED	MAPKAP2_P38	0.3650075109640167
0	TREATED	FAK_SRC	0.2526459072684379
0	TREATED	RB_CDK4	1.0032245232337333
0	TREATED	SMAD15_BMPR	0.28422097301378274
0	TREATED	AKT123_MAPKAP2	0.007333166914111483
0	TREATED	CJUN_JNK	0.05239966235373985
0	TREATED	AKT123_EGFR	0.08132061774736318
0	TREATED	AKT1_EGFR	-0.1390308745019263
0	TREATED	SMAD159_BMPR	-0.07639895508710318
0	TREATED	IKBA_AKT1	0.12046191070766454
0	TREATED	CREB_P38	0.2510435955493584
0	TREATED	RB_CDC2	0.9750928316472878
0	TREATED	MAPKAP2_P38	-0.06973379736346473
0	TREATED	FAK_SRC	0.059867004023350254
0	TREATED	RB_CDK4	2.072442862640924
0	TREATED	SMAD15_BMPR	-0.19622526899710377
0	TREATED	AKT123_MAPKAP2	-0.2849336316020447
0	TREATED	CJUN_JNK	0.0020000000000001137
0	TREATED	AKT123_EGFR	-0.013796046345232432
0	TREATED	AKT1_EGFR	-0.1055794258087651
0	TREATED	SMAD159_BMPR	0.2739538405072838
0	TREATED	IKBA_AKT1	0.05577142716307003
0	TREATED	CREB_P38	0.0020000000000002724
0	TREATED	RB_CDC2	-1.0740461622709265
0	TREATED	MAPKAP2_P38	0.038117779240018086
0	TREATED	FAK_SRC	-0.17758491133388418
0	TREATED	RB_CDK4	-0.6818509622659836
0	TREATED	SMAD15_BMPR	-0.11125502992143399
0	TREATED	AKT123_MAPKAP2	0.1757949424695444
0	TREATED	CJUN_JNK	0.03789566475049881
0	TREATED	AKT123_EGFR	-0.04178355349840582
0	TREATED	AKT1_EGFR	-0.09168247844149639
0	TREATED	SMAD159_BMPR	-0.4166821686614417
0	TREATED	IKBA_AKT1	-0.1694121487998044
0	TREATED	CREB_P38	0.039312419200296614
0	TREATED	RB_CDC2	-1.5028639058507667
0	TREATED	MAPKAP2_P38	-0.1412651371301483
0	TREATED	FAK_SRC	-0.12842782341327708
0	TREATED	RB_CDK4	1.5638514823208942
0	TREATED	SMAD15_BMPR	-0.564013034916417
0	TREATED	AKT123_MAPKAP2	-0.07701690735639671
0	TREATED	CJUN_JNK	-0.08707332342282673
0	TREATED	AKT123_EGFR	-0.042551241205561446
0	TREATED	AKT1_EGFR	-0.027629660699544464
0	TREATED	SMAD159_BMPR	-0.21595646152354087
0	TREATED	IKBA_AKT1	0.10458954963092704
0	TREATED	CREB_P38	0.33561653979206385
0	TREATED	RB_CDC2	-0.4958064490199603
0	TREATED	MAPKAP2_P38	-0.019714594683380493
0	TREATED	FAK_SRC	-0.06912721470422242
0	TREATED	RB_CDK4	-1.1896781727606032
0	TREATED	SMAD15_BMPR	0.0019999999999999463
0	TREATED	AKT123_MAPKAP2	0.005749622044783451
0	TREATED	CJUN_JNK	-0.11100624066631498
0	TREATED	AKT123_EGFR	-0.03296023435855995
0	TREATED	AKT1_EGFR	-0.18820927353166586
0	TREATED	SMAD159_BMPR	-0.12529618554173766
0	TREATED	IKBA_AKT1	0.07597784353987694
0	TREATED	CREB_P38	-0.21193354104578313
0	TREATED	RB_CDC2	-2.1043512574067296
0	TREATED	MAPKAP2_P38	-0.49220087016160163
0	TREATED	FAK_SRC	-0.15289956354772505
0	TREATED	RB_CDK4	-0.5383353929511401
0	TREATED	SMAD15_BMPR	-0.12520128429621866
0	TREATED	AKT123_MAPKAP2	-0.27815964656396314
0	TREATED	CJUN_JNK	-0.008431573852468958
0	TREATED	AKT123_EGFR	0.019804820582428107
0	TREATED	AKT1_EGFR	0.07771913847475195
0	TREATED	SMAD159_BMPR	0.04864242488503007
0	TREATED	IKBA_AKT1	-0.31019439476464283
0	TREATED	CREB_P38	-0.3216354485901397
0	TREATED	RB_CDC2	-3.863215119476692
0	TREATED	MAPKAP2_P38	-0.2572667202498139
0	TREATED	FAK_SRC	0.16508200352088329
0	TREATED	RB_CDK4	-0.552753022203238
0	TREATED	SMAD15_BMPR	0.04340894724531466
0	TREATED	AKT123_MAPKAP2	0.12431549384163698
0	TREATED	CJUN_JNK	-0.04469943975738194
0	TREATED	AKT123_EGFR	0.08633167533651295
0	TREATED	AKT1_EGFR	0.061297991914670405
0	TREATED	SMAD159_BMPR	-0.21870375433597117
0	TREATED	IKBA_AKT1	0.2768676564362478
0	TREATED	CREB_P38	-0.0997747897639581
0	TREATED	RB_CDC2	1.6033961505155372
0	TREATED	MAPKAP2_P38	0.16308701550868515
0	TREATED	FAK_SRC	0.037678359998897834
0	TREATED	RB_CDK4	-1.0300678831899004
0	TREATED	SMAD15_BMPR	0.28861031796108877
0	TREATED	AKT123_MAPKAP2	-0.21079118144518863
0	TREATED	CJUN_JNK	-0.035272240592843285
0	TREATED	AKT123_EGFR	-0.11642184524018886
0	TREATED	AKT1_EGFR	0.10118942816765059
0	TREATED	SMAD159_BMPR	0.47781585448492075
0	TREATED	IKBA_AKT1	0.050573280498211574
0	TREATED	CREB_P38	-0.1273587206344225
0	TREATED	RB_CDC2	1.2481775382668157
0	TREATED	MAPKAP2_P38	0.057088906900095604
0	TREATED	FAK_SRC	0.026284224650924108
0	TREATED	RB_CDK4	0.7414492378025986
0	TREATED	SMAD15_BMPR	-0.19596386016225742
0	TREATED	AKT123_MAPKAP2	-0.0020000000000000018
0	TREATED	CJUN_JNK	0.05663613722384092
0	TREATED	AKT123_EGFR	0.08951365821861137
0	TREATED	AKT1_EGFR	0.10412198327810462
0	TREATED	SMAD159_BMPR	-0.07934931659058303
0	TREATED	IKBA_AKT1	-0.21859565481391954
0	TREATED	CREB_P38	0.196984997238416
0	TREATED	RB_CDC2	2.795652421153537
0	TREATED	MAPKAP2_P38	0.30303439888572875
0	TREATED	FAK_SRC	-0.1824161433517336
0	TREATED	RB_CDK4	-1.95629960322516
0	TREATED	SMAD15_BMPR	0.14232451893312226
0	TREATED	AKT123_MAPKAP2	0.0963659317760627
0	TREATED	CJUN_JNK	0.0020000000000001137
0	TREATED	AKT123_EGFR	-0.0567915304972212
0	TREATED	AKT1_EGFR	0.061938198314344356
0	TREATED	SMAD159_BMPR	-0.053695860394740946
0	TREATED	IKBA_AKT1	-0.09462089733176901
0	TREATED	CREB_P38	-0.09533947668493978
0	TREATED	RB_CDC2	0.6816670917311338
0	TREATED	MAPKAP2_P38	-0.11328867387417048
0	TREATED	FAK_SRC	0.07672722384964319
0	TREATED	RB_CDK4	0.21562542445360366
0	TREATED	SMAD15_BMPR	-0.13106166348646728
0	TREATED	AKT123_MAPKAP2	0.06542692295354983
0	TREATED	CJUN_JNK	-0.023795189678057285
0	TREATED	AKT123_EGFR	-0.07725110523637696
0	TREATED	AKT1_EGFR	-0.03484336999806244
0	TREATED	SMAD159_BMPR	-0.19094772743559627
0	TREATED	IKBA_AKT1	-0.19838415116305286
0	TREATED	CREB_P38	0.008833886937508955
0	TREATED	RB_CDC2	0.19260138952948425
0	TREATED	MAPKAP2_P38	0.04079868027140436
0	TREATED	FAK_SRC	-0.13781416912937453
0	TREATED	RB_CDK4	1.1712753130958125
0	TREATED	SMAD15_BMPR	-0.3932721807823657
0	TREATED	AKT123_MAPKAP2	-0.20802552817507447
0	TREATED	CJUN_JNK	-0.05900005503202718
0	TREATED	AKT123_EGFR	0.12545726109930405
0	TREATED	AKT1_EGFR	-0.15860384086322762
0	TREATED	SMAD159_BMPR	0.39796389838247376
0	TREATED	IKBA_AKT1	0.18589455253491913
0	TREATED	CREB_P38	-0.12409640656246956
0	TREATED	RB_CDC2	0.9014993545263628
0	TREATED	MAPKAP2_P38	0.1856263367828655
0	TREATED	FAK_SRC	-0.057133740512267765
0	TREATED	RB_CDK4	0.47772164675513207
0	TREATED	SMAD15_BMPR	0.0952978837813716
0	TREATED	AKT123_MAPKAP2	0.08870007249617912
0	TREATED	CJUN_JNK	0.028509470222663126
0	TREATED	AKT123_EGFR	-0.05447895230262994
0	TREATED	AKT1_EGFR	-0.15074201928211275
0	TREATED	SMAD159_BMPR	-0.04495139285379107
0	TREATED	IKBA_AKT1	-0.13280083318874342
0	TREATED	CREB_P38	0.14883400982665115
0	TREATED	RB_CDC2	-2.2788533140927774
0	TREATED	MAPKAP2_P38	-0.29453815357617386
0	TREATED	FAK_SRC	0.13854492649695832
0	TREATED	RB_CDK4	0.18301108616672856
0	TREATED	SMAD15_BMPR	-0.24733468715610582
0	TREATED	AKT123_MAPKAP2	-0.18152862993968558
0	TREATED	CJUN_JNK	0.013823028521636228
0	TREATED	AKT123_EGFR	0.0738998171228734
0	TREATED	AKT1_EGFR	-0.010423788161860292
0	TREATED	SMAD159_BMPR	0.05778546053994729
0	TREATED	IKBA_AKT1	-0.2285696975011834
0	TREATED	CREB_P38	-0.18535067634913047
0	TREATED	RB_CDC2	1.0216927048692725
0	TREATED	MAPKAP2_P38	-0.3391730601740808
0	TREATED	FAK_SRC	0.11446604280234562
0	TREATED	RB_CDK4	1.7419591092490805
0	TREATED	SMAD15_BMPR	-0.32167753350736894
0	TREATED	AKT123_MAPKAP2	-0.24321313320087293
0	TREATED	CJUN_JNK	0.13438230751025623
0	TREATED	AKT123_EGFR	-0.2029332128655324
0	TREATED	AKT1_EGFR	-0.18762142984151559
0	TREATED	SMAD159_BMPR	0.3965396294162042
0	TREATED	IKBA_AKT1	0.08349610447149118
0	TREATED	CREB_P38	-0.11764242604367403
0	TREATED	RB_CDC2	-0.07443151508379175
0	TREATED	MAPKAP2_P38	-0.3535695354210656
0	TREATED	FAK_SRC	0.06668461529454961
0	TREATED	RB_CDK4	0.8490857591287224
0	TREATED	SMAD15_BMPR	-0.20720578931986294
0	TREATED	AKT123_MAPKAP2	-0.09506522777790603
0	TREATED	CJUN_JNK	0.0020000000000001137
0	TREATED	AKT123_EGFR	-0.0020000000000000018
0	TREATED	AKT1_EGFR	-0.10032298330434856
0	TREATED	SMAD159_BMPR	-0.3131981333977134
0	TREATED	IKBA_AKT1	-0.046177140408779405
0	TREATED	CREB_P38	-0.07347321222419173
0	TREATED	RB_CDC2	-0.43145171329625653
0	TREATED	MAPKAP2_P38	-0.005788547834262081
0	TREATED	FAK_SRC	-0.015648428820277553
0	TREATED	RB_CDK4	0.22518415491747407
0	TREATED	SMAD15_BMPR	-0.23209143850887268
0	TREATED	AKT123_MAPKAP2	0.03667525752128643
0	TREATED	CJUN_JNK	-0.03631203404644137
0	TREATED	AKT123_EGFR	0.01896242147408385
0	TREATED	AKT1_EGFR	0.17064733756002112
0	TREATED	SMAD159_BMPR	-0.15215103497590954
0	TREATED	IKBA_AKT1	0.3193856357693315
0	TREATED	CREB_P38	-0.12659038702192624
0	TREATED	RB_CDC2	0.3736881111706416
0	TREATED	MAPKAP2_P38	0.20262361570774878
0	TREATED	FAK_SRC	0.295048960516306
0	TREATED	RB_CDK4	-1.763557998225547
0	TREATED	SMAD15_BMPR	0.002303658016833132
0	TREATED	AKT123_MAPKAP2	0.10897184615786203
0	TREATED	CJUN_JNK	0.11303815299122046
0	TREATED	AKT123_EGFR	-0.20625204039905073
0	TREATED	AKT1_EGFR	-0.09152016598193002
0	TREATED	SMAD159_BMPR	-0.10085038219108977
0	TREATED	IKBA_AKT1	-0.299255009896241
0	TREATED	CREB_P38	0.03169390864820219
0	TREATED	RB_CDC2	-0.8772801078446362
0	TREATED	MAPKAP2_P38	-0.1103715351929751
0	TREATED	FAK_SRC	0.08056168909523322
0	TREATED	RB_CDK4	0.15759783821016315
0	TREATED	SMAD15_BMPR	-0.033150075374429794
0	TREATED	AKT123_MAPKAP2	0.12306366882477777
0	TREATED	CJUN_JNK	-0.039356233939035895
0	TREATED	AKT123_EGFR	-0.049545670466508256
0	TREATED	AKT1_EGFR	-0.0633506835402658
0	TREATED	SMAD159_BMPR	-0.12355658199359845
0	TREATED	IKBA_AKT1	-0.3154086549038154
0	TREATED	CREB_P38	0.4240232519549804
0	TREATED	RB_CDC2	-1.0937909356204765
0	TREATED	MAPKAP2_P38	-0.1763489645836574
0	TREATED	FAK_SRC	0.4005194947235501
0	TREATED	RB_CDK4	-0.0250338822379646
0	TREATED	SMAD15_BMPR	-0.09721929929344068
0	TREATED	AKT123_MAPKAP2	-0.20327159356704397
0	TREATED	CJUN_JNK	0.09615945670213741
0	TREATED	AKT123_EGFR	-0.20132682334266408
0	TREATED	AKT1_EGFR	-0.03159182706510347
0	TREATED	SMAD159_BMPR	-0.019436500473870244
0	TREATED	IKBA_AKT1	-0.4113124452969146
0	TREATED	CREB_P38	0.051940277937327584
0	TREATED	RB_CDC2	0.3840313879461028
0	TREATED	MAPKAP2_P38	-0.1943630653330761
0	TREATED	FAK_SRC	-0.09469151537329266
0	TREATED	RB_CDK4	-0.22848392398493228
0	TREATED	SMAD15_BMPR	-0.010060810023977546
0	TREATED	AKT123_MAPKAP2	0.05930791455465441
0	TREATED	CJUN_JNK	0.06394482954236139
0	TREATED	AKT123_EGFR	0.054293089643621305
0	TREATED	AKT1_EGFR	-0.054093674662582206
0	TREATED	SMAD159_BMPR	0.45507139380502537
0	TREATED	IKBA_AKT1	-0.08449866834648197
0	TREATED	CREB_P38	-0.09439948350416322
0	TREATED	RB_CDC2	-2.6434128855300774
0	TREATED	MAPKAP2_P38	0.18230330365802844
0	TREATED	FAK_SRC	0.01732665967496661
0	TREATED	RB_CDK4	-1.463154125830275
0	TREATED	SMAD15_BMPR	0.6253420354838481
0	TREATED	AKT123_MAPKAP2	0.10111971051920636
0	TREATED	CJUN_JNK	-0.11663745509943302
0	TREATED	AKT123_EGFR	-0.0020000000000000018
0	TREATED	AKT1_EGFR	0.12604856588874677
0	TREATED	SMAD159_BMPR	-0.30377347588947856
0	TREATED	IKBA_AKT1	-0.20390963215369468
0	TREATED	CREB_P38	-0.007902580526097415
0	TREATED	RB_CDC2	0.798411417428162
0	TREATED	MAPKAP2_P38	-0.22100628032738334
0	TREATED	FAK_SRC	0.016120440590604072
0	TREATED	RB_CDK4	-0.462975288533954
0	TREATED	SMAD15_BMPR	-0.2208380534820029
0	TREATED	AKT123_MAPKAP2	0.1084923308379098
0	TREATED	CJUN_JNK	0.043957210208341785
0	TREATED	AKT123_EGFR	-0.019112086714693728
0	TREATED	AKT1_EGFR	0.009356337330434644
0	TREATED	SMAD159_BMPR	0.04479511286376975
0	TREATED	IKBA_AKT1	0.08824724186961995
0	TREATED	CREB_P38	-0.3684454619931691
0	TREATED	RB_CDC2	1.8005382299629096
0	TREATED	MAPKAP2_P38	0.039369816645310265
0	TREATED	FAK_SRC	0.16973964294363353
0	TREATED	RB_CDK4	1.3497770436792766
0	TREATED	SMAD15_BMPR	-0.032916171863963284
0	TREATED	AKT123_MAPKAP2	0.043624497949346516
0	TREATED	CJUN_JNK	-0.04488541144098827
0	TREATED	AKT123_EGFR	-0.06833424977372729
0	TREATED	AKT1_EGFR	-0.19919974609984298
0	TREATED	SMAD159_BMPR	-0.11685664269762108
0	TREATED	IKBA_AKT1	0.2981578047154105
0	TREATED	CREB_P38	0.2487590248992087
