"sampleID","antibodyID","antibody_count","counts_subsampled","count_scaled","treatment","uniquenr","treatment_uniquenr","sample_folder","well_name","plate_row","plate_column","Ab_name","Ab_barcode_nr" 
"plate_5_233","EGFR-p_AF1095_92",81,32,0.487179487179487,"AG1478",160,"AG1478_160","plate_5",233,"G",11,"EGFR-p_AF1095",92
"plate_3_242","EGFR-p_AF1095_92",100,25,0.307692307692308,"AG1478",161,"AG1478_161","plate_3",242,"H",8,"EGFR-p_AF1095",92
"plate_1_234","EGFR-p_AF1095_92",129,22,0.230769230769231,"vehicle",116,"vehicle_116","plate_1",234,"G",12,"EGFR-p_AF1095",92
"plate_2_234","EGFR-p_AF1095_92",149,34,0.538461538461538,"vehicle",117,"vehicle_117","plate_2",234,"G",12,"EGFR-p_AF1095",92
"plate_3_234","EGFR-p_AF1095_92",82,20,0.179487179487179,"AG1478",162,"AG1478_162","plate_3",234,"G",12,"EGFR-p_AF1095",92
"plate_2_193","EGFR-p_AF1095_92",143,30,0.435897435897436,"vehicle",118,"vehicle_118","plate_2",193,"D",7,"EGFR-p_AF1095",92
"plate_4_193","EGFR-p_AF1095_92",129,40,0.692307692307692,"AG1478",163,"AG1478_163","plate_4",193,"D",7,"EGFR-p_AF1095",92
"plate_5_193","EGFR-p_AF1095_92",53,28,0.384615384615385,"AG1478",164,"AG1478_164","plate_5",193,"D",7,"EGFR-p_AF1095",92
"plate_1_171","IKB-a-p_23",168,62,0.241830065359477,"vehicle",1,"vehicle_1","plate_1",171,"B",9,"IKB-a-p",23
"plate_5_171","IKB-a-p_23",359,55,0.196078431372549,"vehicle",2,"vehicle_2","plate_5",171,"B",9,"IKB-a-p",23
"plate_6_171","IKB-a-p_23",348,56,0.202614379084967,"vehicle",3,"vehicle_3","plate_6",171,"B",9,"IKB-a-p",23
"plate_1_169","IKB-a-p_23",234,81,0.366013071895425,"vehicle",4,"vehicle_4","plate_1",169,"B",7,"IKB-a-p",23
"plate_2_169","IKB-a-p_23",100,34,0.0588235294117647,"AG1478",1,"AG1478_1","plate_2",169,"B",7,"IKB-a-p",23
"plate_4_169","IKB-a-p_23",144,60,0.228758169934641,"AG1478",2,"AG1478_2","plate_4",169,"B",7,"IKB-a-p",23
"plate_6_169","IKB-a-p_23",117,48,0.150326797385621,"vehicle",5,"vehicle_5","plate_6",169,"B",7,"IKB-a-p",23
"plate_4_172","IKB-a-p_23",217,49,0.156862745098039,"AG1478",3,"AG1478_3","plate_4",172,"B",10,"IKB-a-p",23
"plate_5_172","IKB-a-p_23",105,39,0.0915032679738562,"AG1478",4,"AG1478_4","plate_5",172,"B",10,"IKB-a-p",23
"plate_1_186","IKB-a-p_23",432,52,0.176470588235294,"AG1478",5,"AG1478_5","plate_1",186,"C",12,"IKB-a-p",23
"plate_3_186","IKB-a-p_23",191,32,0.0457516339869281,"AG1478",6,"AG1478_6","plate_3",186,"C",12,"IKB-a-p",23
"plate_5_186","IKB-a-p_23",205,56,0.202614379084967,"AG1478",7,"AG1478_7","plate_5",186,"C",12,"IKB-a-p",23
"plate_1_156","IKB-a-p_23",167,59,0.222222222222222,"AG1478",8,"AG1478_8","plate_1",156,"A",6,"IKB-a-p",23
"plate_3_156","IKB-a-p_23",90,40,0.0980392156862745,"AG1478",9,"AG1478_9","plate_3",156,"A",6,"IKB-a-p",23
"plate_4_156","IKB-a-p_23",383,46,0.137254901960784,"vehicle",6,"vehicle_6","plate_4",156,"A",6,"IKB-a-p",23
"plate_5_156","IKB-a-p_23",203,56,0.202614379084967,"AG1478",10,"AG1478_10","plate_5",156,"A",6,"IKB-a-p",23
"plate_1_154","IKB-a-p_23",390,86,0.398692810457516,"AG1478",11,"AG1478_11","plate_1",154,"A",4,"IKB-a-p",23
"plate_2_154","IKB-a-p_23",96,53,0.183006535947712,"AG1478",12,"AG1478_12","plate_2",154,"A",4,"IKB-a-p",23
"plate_4_154","IKB-a-p_23",145,62,0.241830065359477,"AG1478",13,"AG1478_13","plate_4",154,"A",4,"IKB-a-p",23
"plate_5_154","IKB-a-p_23",257,42,0.111111111111111,"vehicle",7,"vehicle_7","plate_5",154,"A",4,"IKB-a-p",23
"plate_1_155","IKB-a-p_23",308,67,0.274509803921569,"AG1478",14,"AG1478_14","plate_1",155,"A",5,"IKB-a-p",23
"plate_2_155","IKB-a-p_23",201,52,0.176470588235294,"vehicle",8,"vehicle_8","plate_2",155,"A",5,"IKB-a-p",23
"plate_6_155","IKB-a-p_23",258,76,0.333333333333333,"AG1478",15,"AG1478_15","plate_6",155,"A",5,"IKB-a-p",23
"plate_1_174","IKB-a-p_23",165,79,0.352941176470588,"vehicle",9,"vehicle_9","plate_1",174,"B",12,"IKB-a-p",23
"plate_3_174","IKB-a-p_23",299,53,0.183006535947712,"AG1478",16,"AG1478_16","plate_3",174,"B",12,"IKB-a-p",23
"plate_5_174","IKB-a-p_23",158,52,0.176470588235294,"AG1478",17,"AG1478_17","plate_5",174,"B",12,"IKB-a-p",23
"plate_1_183","IKB-a-p_23",109,36,0.0718954248366013,"AG1478",18,"AG1478_18","plate_1",183,"C",9,"IKB-a-p",23
"plate_2_183","IKB-a-p_23",144,65,0.261437908496732,"AG1478",19,"AG1478_19","plate_2",183,"C",9,"IKB-a-p",23
"plate_5_183","IKB-a-p_23",85,72,0.30718954248366,"AG1478",20,"AG1478_20","plate_5",183,"C",9,"IKB-a-p",23
"plate_6_183","IKB-a-p_23",89,34,0.0588235294117647,"AG1478",21,"AG1478_21","plate_6",183,"C",9,"IKB-a-p",23
"plate_2_151","IKB-a-p_23",141,63,0.248366013071895,"AG1478",22,"AG1478_22","plate_2",151,"A",1,"IKB-a-p",23
"plate_5_151","IKB-a-p_23",164,72,0.30718954248366,"AG1478",23,"AG1478_23","plate_5",151,"A",1,"IKB-a-p",23
"plate_6_151","IKB-a-p_23",174,35,0.065359477124183,"AG1478",24,"AG1478_24","plate_6",151,"A",1,"IKB-a-p",23
"plate_1_190","IKB-a-p_23",425,37,0.0784313725490196,"vehicle",10,"vehicle_10","plate_1",190,"D",4,"IKB-a-p",23
"plate_2_190","IKB-a-p_23",89,47,0.143790849673203,"AG1478",25,"AG1478_25","plate_2",190,"D",4,"IKB-a-p",23
"plate_4_190","IKB-a-p_23",315,71,0.300653594771242,"AG1478",26,"AG1478_26","plate_4",190,"D",4,"IKB-a-p",23
"plate_1_173","IKB-a-p_23",143,50,0.163398692810458,"AG1478",27,"AG1478_27","plate_1",173,"B",11,"IKB-a-p",23
"plate_2_173","IKB-a-p_23",133,46,0.137254901960784,"vehicle",11,"vehicle_11","plate_2",173,"B",11,"IKB-a-p",23
"plate_3_173","IKB-a-p_23",212,60,0.228758169934641,"vehicle",12,"vehicle_12","plate_3",173,"B",11,"IKB-a-p",23
"plate_5_173","IKB-a-p_23",109,58,0.215686274509804,"vehicle",13,"vehicle_13","plate_5",173,"B",11,"IKB-a-p",23
"plate_6_173","IKB-a-p_23",110,62,0.241830065359477,"AG1478",28,"AG1478_28","plate_6",173,"B",11,"IKB-a-p",23
"plate_1_187","IKB-a-p_23",465,144,0.777777777777778,"AG1478",29,"AG1478_29","plate_1",187,"D",1,"IKB-a-p",23
"plate_2_187","IKB-a-p_23",268,68,0.281045751633987,"vehicle",14,"vehicle_14","plate_2",187,"D",1,"IKB-a-p",23
"plate_3_187","IKB-a-p_23",267,47,0.143790849673203,"vehicle",15,"vehicle_15","plate_3",187,"D",1,"IKB-a-p",23
"plate_4_187","IKB-a-p_23",219,42,0.111111111111111,"vehicle",16,"vehicle_16","plate_4",187,"D",1,"IKB-a-p",23
"plate_5_187","IKB-a-p_23",251,58,0.215686274509804,"AG1478",30,"AG1478_30","plate_5",187,"D",1,"IKB-a-p",23
"plate_6_187","IKB-a-p_23",178,43,0.117647058823529,"vehicle",17,"vehicle_17","plate_6",187,"D",1,"IKB-a-p",23
"plate_1_178","IKB-a-p_23",150,60,0.228758169934641,"AG1478",31,"AG1478_31","plate_1",178,"C",4,"IKB-a-p",23
"plate_2_178","IKB-a-p_23",183,54,0.189542483660131,"AG1478",32,"AG1478_32","plate_2",178,"C",4,"IKB-a-p",23
"plate_1_168","IKB-a-p_23",289,72,0.30718954248366,"AG1478",33,"AG1478_33","plate_1",168,"B",6,"IKB-a-p",23
"plate_4_168","IKB-a-p_23",263,42,0.111111111111111,"vehicle",18,"vehicle_18","plate_4",168,"B",6,"IKB-a-p",23
"plate_5_168","IKB-a-p_23",185,76,0.333333333333333,"AG1478",34,"AG1478_34","plate_5",168,"B",6,"IKB-a-p",23
"plate_2_185","IKB-a-p_23",143,68,0.281045751633987,"AG1478",35,"AG1478_35","plate_2",185,"C",11,"IKB-a-p",23
"plate_3_185","IKB-a-p_23",257,52,0.176470588235294,"vehicle",19,"vehicle_19","plate_3",185,"C",11,"IKB-a-p",23
"plate_4_185","IKB-a-p_23",347,59,0.222222222222222,"AG1478",36,"AG1478_36","plate_4",185,"C",11,"IKB-a-p",23
"plate_5_185","IKB-a-p_23",174,62,0.241830065359477,"AG1478",37,"AG1478_37","plate_5",185,"C",11,"IKB-a-p",23
"plate_5_157","IKB-a-p_23",173,43,0.117647058823529,"vehicle",20,"vehicle_20","plate_5",157,"A",7,"IKB-a-p",23
"plate_4_181","IKB-a-p_23",473,30,0.0326797385620915,"vehicle",21,"vehicle_21","plate_4",181,"C",7,"IKB-a-p",23
"plate_5_181","IKB-a-p_23",85,72,0.30718954248366,"AG1478",38,"AG1478_38","plate_5",181,"C",7,"IKB-a-p",23
"plate_1_177","IKB-a-p_23",158,59,0.222222222222222,"AG1478",39,"AG1478_39","plate_1",177,"C",3,"IKB-a-p",23
"plate_6_177","IKB-a-p_23",302,178,1,"AG1478",40,"AG1478_40","plate_6",177,"C",3,"IKB-a-p",23
"plate_2_166","IKB-a-p_23",223,63,0.248366013071895,"AG1478",41,"AG1478_41","plate_2",166,"B",4,"IKB-a-p",23
"plate_3_166","IKB-a-p_23",148,59,0.222222222222222,"vehicle",22,"vehicle_22","plate_3",166,"B",4,"IKB-a-p",23
"plate_2_167","IKB-a-p_23",103,39,0.0915032679738562,"AG1478",42,"AG1478_42","plate_2",167,"B",5,"IKB-a-p",23
"plate_3_167","IKB-a-p_23",75,33,0.0522875816993464,"AG1478",43,"AG1478_43","plate_3",167,"B",5,"IKB-a-p",23
"plate_4_167","IKB-a-p_23",169,68,0.281045751633987,"AG1478",44,"AG1478_44","plate_4",167,"B",5,"IKB-a-p",23
"plate_6_167","IKB-a-p_23",197,57,0.209150326797386,"AG1478",45,"AG1478_45","plate_6",167,"B",5,"IKB-a-p",23
"plate_1_192","IKB-a-p_23",213,40,0.0980392156862745,"vehicle",23,"vehicle_23","plate_1",192,"D",6,"IKB-a-p",23
"plate_2_192","IKB-a-p_23",251,65,0.261437908496732,"vehicle",24,"vehicle_24","plate_2",192,"D",6,"IKB-a-p",23
"plate_3_192","IKB-a-p_23",101,43,0.117647058823529,"AG1478",46,"AG1478_46","plate_3",192,"D",6,"IKB-a-p",23
"plate_4_192","IKB-a-p_23",218,66,0.26797385620915,"AG1478",47,"AG1478_47","plate_4",192,"D",6,"IKB-a-p",23
"plate_1_188","IKB-a-p_23",345,61,0.235294117647059,"AG1478",48,"AG1478_48","plate_1",188,"D",2,"IKB-a-p",23
"plate_2_188","IKB-a-p_23",87,33,0.0522875816993464,"AG1478",49,"AG1478_49","plate_2",188,"D",2,"IKB-a-p",23
"plate_4_188","IKB-a-p_23",178,71,0.300653594771242,"AG1478",50,"AG1478_50","plate_4",188,"D",2,"IKB-a-p",23
"plate_5_188","IKB-a-p_23",309,69,0.287581699346405,"AG1478",51,"AG1478_51","plate_5",188,"D",2,"IKB-a-p",23
"plate_1_191","IKB-a-p_23",252,33,0.0522875816993464,"vehicle",25,"vehicle_25","plate_1",191,"D",5,"IKB-a-p",23
"plate_3_191","IKB-a-p_23",359,44,0.124183006535948,"vehicle",26,"vehicle_26","plate_3",191,"D",5,"IKB-a-p",23
"plate_4_191","IKB-a-p_23",111,46,0.137254901960784,"vehicle",27,"vehicle_27","plate_4",191,"D",5,"IKB-a-p",23
"plate_6_191","IKB-a-p_23",233,42,0.111111111111111,"vehicle",28,"vehicle_28","plate_6",191,"D",5,"IKB-a-p",23
"plate_1_189","IKB-a-p_23",316,122,0.633986928104575,"AG1478",52,"AG1478_52","plate_1",189,"D",3,"IKB-a-p",23
"plate_3_184","IKB-a-p_23",188,55,0.196078431372549,"vehicle",29,"vehicle_29","plate_3",184,"C",10,"IKB-a-p",23
"plate_2_170","IKB-a-p_23",113,44,0.124183006535948,"vehicle",30,"vehicle_30","plate_2",170,"B",8,"IKB-a-p",23
"plate_3_170","IKB-a-p_23",98,54,0.189542483660131,"AG1478",53,"AG1478_53","plate_3",170,"B",8,"IKB-a-p",23
"plate_1_179","IKB-a-p_23",622,66,0.26797385620915,"vehicle",31,"vehicle_31","plate_1",179,"C",5,"IKB-a-p",23
"plate_2_179","IKB-a-p_23",332,69,0.287581699346405,"AG1478",54,"AG1478_54","plate_2",179,"C",5,"IKB-a-p",23
"plate_4_179","IKB-a-p_23",185,69,0.287581699346405,"AG1478",55,"AG1478_55","plate_4",179,"C",5,"IKB-a-p",23
"plate_5_179","IKB-a-p_23",202,54,0.189542483660131,"AG1478",56,"AG1478_56","plate_5",179,"C",5,"IKB-a-p",23
"plate_6_179","IKB-a-p_23",369,58,0.215686274509804,"AG1478",57,"AG1478_57","plate_6",179,"C",5,"IKB-a-p",23
"plate_5_153","IKB-a-p_23",508,73,0.313725490196078,"vehicle",32,"vehicle_32","plate_5",153,"A",3,"IKB-a-p",23
"plate_6_153","IKB-a-p_23",314,99,0.483660130718954,"AG1478",58,"AG1478_58","plate_6",153,"A",3,"IKB-a-p",23
"plate_1_175","IKB-a-p_23",120,44,0.124183006535948,"AG1478",59,"AG1478_59","plate_1",175,"C",1,"IKB-a-p",23
"plate_2_175","IKB-a-p_23",247,79,0.352941176470588,"AG1478",60,"AG1478_60","plate_2",175,"C",1,"IKB-a-p",23
"plate_3_175","IKB-a-p_23",132,54,0.189542483660131,"AG1478",61,"AG1478_61","plate_3",175,"C",1,"IKB-a-p",23
"plate_5_175","IKB-a-p_23",61,30,0.0326797385620915,"vehicle",33,"vehicle_33","plate_5",175,"C",1,"IKB-a-p",23
"plate_3_237","IKB-a-p_23",173,29,0.0261437908496732,"vehicle",34,"vehicle_34","plate_3",237,"H",3,"IKB-a-p",23
"plate_4_237","IKB-a-p_23",273,71,0.300653594771242,"AG1478",62,"AG1478_62","plate_4",237,"H",3,"IKB-a-p",23
"plate_6_237","IKB-a-p_23",145,48,0.150326797385621,"AG1478",63,"AG1478_63","plate_6",237,"H",3,"IKB-a-p",23
"plate_3_182","IKB-a-p_23",191,38,0.0849673202614379,"vehicle",35,"vehicle_35","plate_3",182,"C",8,"IKB-a-p",23
"plate_5_182","IKB-a-p_23",352,56,0.202614379084967,"vehicle",36,"vehicle_36","plate_5",182,"C",8,"IKB-a-p",23
"plate_1_222","IKB-a-p_23",197,86,0.398692810457516,"AG1478",64,"AG1478_64","plate_1",222,"F",12,"IKB-a-p",23
"plate_2_222","IKB-a-p_23",113,77,0.339869281045752,"AG1478",65,"AG1478_65","plate_2",222,"F",12,"IKB-a-p",23
"plate_4_222","IKB-a-p_23",135,68,0.281045751633987,"AG1478",66,"AG1478_66","plate_4",222,"F",12,"IKB-a-p",23
"plate_5_222","IKB-a-p_23",168,48,0.150326797385621,"vehicle",37,"vehicle_37","plate_5",222,"F",12,"IKB-a-p",23
"plate_2_221","IKB-a-p_23",230,88,0.411764705882353,"AG1478",67,"AG1478_67","plate_2",221,"F",11,"IKB-a-p",23
"plate_1_213","IKB-a-p_23",250,35,0.065359477124183,"vehicle",38,"vehicle_38","plate_1",213,"F",3,"IKB-a-p",23
"plate_3_213","IKB-a-p_23",486,44,0.124183006535948,"vehicle",39,"vehicle_39","plate_3",213,"F",3,"IKB-a-p",23
"plate_5_213","IKB-a-p_23",127,53,0.183006535947712,"AG1478",68,"AG1478_68","plate_5",213,"F",3,"IKB-a-p",23
"plate_6_213","IKB-a-p_23",134,67,0.274509803921569,"AG1478",69,"AG1478_69","plate_6",213,"F",3,"IKB-a-p",23
"plate_2_235","IKB-a-p_23",243,47,0.143790849673203,"vehicle",40,"vehicle_40","plate_2",235,"H",1,"IKB-a-p",23
"plate_6_235","IKB-a-p_23",245,72,0.30718954248366,"AG1478",70,"AG1478_70","plate_6",235,"H",1,"IKB-a-p",23
"plate_1_176","IKB-a-p_23",181,82,0.372549019607843,"AG1478",71,"AG1478_71","plate_1",176,"C",2,"IKB-a-p",23
"plate_2_176","IKB-a-p_23",175,105,0.522875816993464,"AG1478",72,"AG1478_72","plate_2",176,"C",2,"IKB-a-p",23
"plate_3_176","IKB-a-p_23",168,46,0.137254901960784,"vehicle",41,"vehicle_41","plate_3",176,"C",2,"IKB-a-p",23
"plate_5_176","IKB-a-p_23",122,46,0.137254901960784,"AG1478",73,"AG1478_73","plate_5",176,"C",2,"IKB-a-p",23
"plate_1_231","IKB-a-p_23",87,31,0.0392156862745098,"AG1478",74,"AG1478_74","plate_1",231,"G",9,"IKB-a-p",23
"plate_2_231","IKB-a-p_23",116,57,0.209150326797386,"AG1478",75,"AG1478_75","plate_2",231,"G",9,"IKB-a-p",23
"plate_3_231","IKB-a-p_23",344,47,0.143790849673203,"vehicle",42,"vehicle_42","plate_3",231,"G",9,"IKB-a-p",23
"plate_5_231","IKB-a-p_23",260,65,0.261437908496732,"vehicle",43,"vehicle_43","plate_5",231,"G",9,"IKB-a-p",23
"plate_6_231","IKB-a-p_23",191,42,0.111111111111111,"vehicle",44,"vehicle_44","plate_6",231,"G",9,"IKB-a-p",23
"plate_1_205","IKB-a-p_23",208,52,0.176470588235294,"vehicle",45,"vehicle_45","plate_1",205,"E",7,"IKB-a-p",23
"plate_2_205","IKB-a-p_23",95,63,0.248366013071895,"AG1478",76,"AG1478_76","plate_2",205,"E",7,"IKB-a-p",23
"plate_6_205","IKB-a-p_23",71,46,0.137254901960784,"vehicle",46,"vehicle_46","plate_6",205,"E",7,"IKB-a-p",23
"plate_1_241","IKB-a-p_23",278,74,0.320261437908497,"AG1478",77,"AG1478_77","plate_1",241,"H",7,"IKB-a-p",23
"plate_4_241","IKB-a-p_23",162,46,0.137254901960784,"AG1478",78,"AG1478_78","plate_4",241,"H",7,"IKB-a-p",23
"plate_6_241","IKB-a-p_23",221,59,0.222222222222222,"AG1478",79,"AG1478_79","plate_6",241,"H",7,"IKB-a-p",23
"plate_3_206","IKB-a-p_23",341,49,0.156862745098039,"vehicle",47,"vehicle_47","plate_3",206,"E",8,"IKB-a-p",23
"plate_5_206","IKB-a-p_23",130,54,0.189542483660131,"AG1478",80,"AG1478_80","plate_5",206,"E",8,"IKB-a-p",23
"plate_3_216","IKB-a-p_23",213,29,0.0261437908496732,"AG1478",81,"AG1478_81","plate_3",216,"F",6,"IKB-a-p",23
"plate_1_165","IKB-a-p_23",462,36,0.0718954248366013,"vehicle",48,"vehicle_48","plate_1",165,"B",3,"IKB-a-p",23
"plate_5_165","IKB-a-p_23",448,57,0.209150326797386,"vehicle",49,"vehicle_49","plate_5",165,"B",3,"IKB-a-p",23
"plate_1_230","IKB-a-p_23",319,37,0.0784313725490196,"vehicle",50,"vehicle_50","plate_1",230,"G",8,"IKB-a-p",23
"plate_2_230","IKB-a-p_23",281,58,0.215686274509804,"AG1478",82,"AG1478_82","plate_2",230,"G",8,"IKB-a-p",23
"plate_4_230","IKB-a-p_23",249,37,0.0784313725490196,"AG1478",83,"AG1478_83","plate_4",230,"G",8,"IKB-a-p",23
"plate_1_203","IKB-a-p_23",164,49,0.156862745098039,"vehicle",51,"vehicle_51","plate_1",203,"E",5,"IKB-a-p",23
"plate_2_203","IKB-a-p_23",168,59,0.222222222222222,"vehicle",52,"vehicle_52","plate_2",203,"E",5,"IKB-a-p",23
"plate_5_203","IKB-a-p_23",117,58,0.215686274509804,"AG1478",84,"AG1478_84","plate_5",203,"E",5,"IKB-a-p",23
"plate_3_209","IKB-a-p_23",250,45,0.130718954248366,"vehicle",53,"vehicle_53","plate_3",209,"E",11,"IKB-a-p",23
"plate_4_209","IKB-a-p_23",189,46,0.137254901960784,"AG1478",85,"AG1478_85","plate_4",209,"E",11,"IKB-a-p",23
"plate_5_209","IKB-a-p_23",169,50,0.163398692810458,"vehicle",54,"vehicle_54","plate_5",209,"E",11,"IKB-a-p",23
"plate_5_240","IKB-a-p_23",138,49,0.156862745098039,"vehicle",55,"vehicle_55","plate_5",240,"H",6,"IKB-a-p",23
"plate_4_223","IKB-a-p_23",251,48,0.150326797385621,"AG1478",86,"AG1478_86","plate_4",223,"G",1,"IKB-a-p",23
"plate_2_236","IKB-a-p_23",100,37,0.0784313725490196,"AG1478",87,"AG1478_87","plate_2",236,"H",2,"IKB-a-p",23
"plate_4_236","IKB-a-p_23",129,104,0.516339869281046,"vehicle",56,"vehicle_56","plate_4",236,"H",2,"IKB-a-p",23
"plate_5_236","IKB-a-p_23",175,83,0.379084967320261,"AG1478",88,"AG1478_88","plate_5",236,"H",2,"IKB-a-p",23
"plate_1_159","IKB-a-p_23",360,46,0.137254901960784,"AG1478",89,"AG1478_89","plate_1",159,"A",9,"IKB-a-p",23
"plate_2_159","IKB-a-p_23",203,62,0.241830065359477,"vehicle",57,"vehicle_57","plate_2",159,"A",9,"IKB-a-p",23
"plate_5_159","IKB-a-p_23",121,56,0.202614379084967,"AG1478",90,"AG1478_90","plate_5",159,"A",9,"IKB-a-p",23
"plate_6_159","IKB-a-p_23",62,52,0.176470588235294,"AG1478",91,"AG1478_91","plate_6",159,"A",9,"IKB-a-p",23
"plate_4_219","IKB-a-p_23",471,37,0.0784313725490196,"vehicle",58,"vehicle_58","plate_4",219,"F",9,"IKB-a-p",23
"plate_5_219","IKB-a-p_23",532,51,0.169934640522876,"vehicle",59,"vehicle_59","plate_5",219,"F",9,"IKB-a-p",23
"plate_6_219","IKB-a-p_23",151,48,0.150326797385621,"vehicle",60,"vehicle_60","plate_6",219,"F",9,"IKB-a-p",23
"plate_1_212","IKB-a-p_23",290,41,0.104575163398693,"vehicle",61,"vehicle_61","plate_1",212,"F",2,"IKB-a-p",23
"plate_2_212","IKB-a-p_23",327,51,0.169934640522876,"vehicle",62,"vehicle_62","plate_2",212,"F",2,"IKB-a-p",23
"plate_4_212","IKB-a-p_23",183,59,0.222222222222222,"AG1478",92,"AG1478_92","plate_4",212,"F",2,"IKB-a-p",23
"plate_2_238","IKB-a-p_23",193,44,0.124183006535948,"AG1478",93,"AG1478_93","plate_2",238,"H",4,"IKB-a-p",23
"plate_4_238","IKB-a-p_23",182,69,0.287581699346405,"AG1478",94,"AG1478_94","plate_4",238,"H",4,"IKB-a-p",23
"plate_5_238","IKB-a-p_23",133,56,0.202614379084967,"vehicle",63,"vehicle_63","plate_5",238,"H",4,"IKB-a-p",23
"plate_6_238","IKB-a-p_23",84,47,0.143790849673203,"AG1478",95,"AG1478_95","plate_6",238,"H",4,"IKB-a-p",23
"plate_2_232","IKB-a-p_23",197,56,0.202614379084967,"AG1478",96,"AG1478_96","plate_2",232,"G",10,"IKB-a-p",23
"plate_3_232","IKB-a-p_23",157,56,0.202614379084967,"AG1478",97,"AG1478_97","plate_3",232,"G",10,"IKB-a-p",23
"plate_5_232","IKB-a-p_23",182,46,0.137254901960784,"AG1478",98,"AG1478_98","plate_5",232,"G",10,"IKB-a-p",23
"plate_2_180","IKB-a-p_23",160,34,0.0588235294117647,"vehicle",64,"vehicle_64","plate_2",180,"C",6,"IKB-a-p",23
"plate_3_180","IKB-a-p_23",156,57,0.209150326797386,"AG1478",99,"AG1478_99","plate_3",180,"C",6,"IKB-a-p",23
"plate_5_180","IKB-a-p_23",283,30,0.0326797385620915,"vehicle",65,"vehicle_65","plate_5",180,"C",6,"IKB-a-p",23
"plate_6_180","IKB-a-p_23",235,52,0.176470588235294,"AG1478",100,"AG1478_100","plate_6",180,"C",6,"IKB-a-p",23
"plate_2_204","IKB-a-p_23",417,41,0.104575163398693,"vehicle",66,"vehicle_66","plate_2",204,"E",6,"IKB-a-p",23
"plate_3_204","IKB-a-p_23",417,44,0.124183006535948,"vehicle",67,"vehicle_67","plate_3",204,"E",6,"IKB-a-p",23
"plate_5_204","IKB-a-p_23",419,40,0.0980392156862745,"vehicle",68,"vehicle_68","plate_5",204,"E",6,"IKB-a-p",23
"plate_6_204","IKB-a-p_23",92,57,0.209150326797386,"AG1478",101,"AG1478_101","plate_6",204,"E",6,"IKB-a-p",23
"plate_2_210","IKB-a-p_23",142,49,0.156862745098039,"AG1478",102,"AG1478_102","plate_2",210,"E",12,"IKB-a-p",23
"plate_3_210","IKB-a-p_23",128,46,0.137254901960784,"AG1478",103,"AG1478_103","plate_3",210,"E",12,"IKB-a-p",23
"plate_4_210","IKB-a-p_23",232,45,0.130718954248366,"vehicle",69,"vehicle_69","plate_4",210,"E",12,"IKB-a-p",23
"plate_5_210","IKB-a-p_23",264,67,0.274509803921569,"AG1478",104,"AG1478_104","plate_5",210,"E",12,"IKB-a-p",23
"plate_6_210","IKB-a-p_23",187,60,0.228758169934641,"vehicle",70,"vehicle_70","plate_6",210,"E",12,"IKB-a-p",23
"plate_1_224","IKB-a-p_23",228,67,0.274509803921569,"AG1478",105,"AG1478_105","plate_1",224,"G",2,"IKB-a-p",23
"plate_2_224","IKB-a-p_23",204,46,0.137254901960784,"vehicle",71,"vehicle_71","plate_2",224,"G",2,"IKB-a-p",23
"plate_6_224","IKB-a-p_23",247,41,0.104575163398693,"vehicle",72,"vehicle_72","plate_6",224,"G",2,"IKB-a-p",23
"plate_2_228","IKB-a-p_23",246,44,0.124183006535948,"AG1478",106,"AG1478_106","plate_2",228,"G",6,"IKB-a-p",23
"plate_4_228","IKB-a-p_23",345,40,0.0980392156862745,"vehicle",73,"vehicle_73","plate_4",228,"G",6,"IKB-a-p",23
"plate_5_228","IKB-a-p_23",141,73,0.313725490196078,"vehicle",74,"vehicle_74","plate_5",228,"G",6,"IKB-a-p",23
"plate_6_228","IKB-a-p_23",204,56,0.202614379084967,"vehicle",75,"vehicle_75","plate_6",228,"G",6,"IKB-a-p",23
"plate_2_201","IKB-a-p_23",53,45,0.130718954248366,"AG1478",107,"AG1478_107","plate_2",201,"E",3,"IKB-a-p",23
"plate_4_201","IKB-a-p_23",79,40,0.0980392156862745,"AG1478",108,"AG1478_108","plate_4",201,"E",3,"IKB-a-p",23
"plate_5_201","IKB-a-p_23",164,48,0.150326797385621,"AG1478",109,"AG1478_109","plate_5",201,"E",3,"IKB-a-p",23
"plate_6_201","IKB-a-p_23",189,65,0.261437908496732,"AG1478",110,"AG1478_110","plate_6",201,"E",3,"IKB-a-p",23
"plate_1_211","IKB-a-p_23",279,61,0.235294117647059,"AG1478",111,"AG1478_111","plate_1",211,"F",1,"IKB-a-p",23
"plate_2_211","IKB-a-p_23",373,47,0.143790849673203,"vehicle",76,"vehicle_76","plate_2",211,"F",1,"IKB-a-p",23
"plate_4_211","IKB-a-p_23",214,46,0.137254901960784,"vehicle",77,"vehicle_77","plate_4",211,"F",1,"IKB-a-p",23
"plate_2_220","IKB-a-p_23",341,83,0.379084967320261,"AG1478",112,"AG1478_112","plate_2",220,"F",10,"IKB-a-p",23
"plate_5_220","IKB-a-p_23",239,48,0.150326797385621,"vehicle",78,"vehicle_78","plate_5",220,"F",10,"IKB-a-p",23
"plate_6_220","IKB-a-p_23",269,53,0.183006535947712,"AG1478",113,"AG1478_113","plate_6",220,"F",10,"IKB-a-p",23
"plate_1_214","IKB-a-p_23",329,57,0.209150326797386,"AG1478",114,"AG1478_114","plate_1",214,"F",4,"IKB-a-p",23
