"SosActive"	"RasActive"	"Raf1Active"	"MekActive"	"ErkActive"	"P90RskActive"	"PI3KActive"	"AktActive"	"C3GActive"	"Rap1Active"	"bRafActive"	"SosTot"	"RasTot"	"Raf1Tot"	"MekTot"	"ErkTot"	"P90RskTot"	"PI3KTot"	"AktTot"	"C3GTot"	"Rap1Tot"	"bRafTot"
644.5842939578373	120.66939561690344	2.8784011203193716	468.9795635762749	6115.054501986894	3816.404030946906	97776.18685228028	71135.07844629632	2636.477211035884	104.74512672821717	9.52329314217276	108153.83939839512	98225.37382670239	105160.83091569517	733616.3980934113	686357.834700761	134374.04145129374	116398.3307217768	116027.1813401513	120353.25312169317	125045.02752245843	130484.65879017425
950.3249203197547	182.44188955691774	5.319430560078575	514.8195706464081	6202.101246295252	3475.576830094172	80609.3568179558	63042.83901482588	2679.8665145045857	109.04985088819043	11.67302021044187	150039.67076910692	108293.08854374033	170561.0315105818	570412.5243193811	603963.6296938707	118693.63132471216	95685.1996490504	111550.5350741435	122372.04311230719	139847.16237630602	110923.02599971954
712.973059384933	139.11716872671937	3.1687061822767197	385.21750556337	4825.058620512401	3010.986396114927	105205.3488548363	79208.96250880846	3153.7368423649946	119.2289737579461	10.623666196860977	101119.2474023364	115726.63320156274	104241.07433594411	521038.2765373617	641732.1439675946	133551.79322230638	125392.68613071367	125777.92560747302	144502.16173823748	101883.86137501473	119949.90985259591
766.0342404441247	145.03391268867486	3.197039266025208	414.7527689582917	5540.5072052820915	3366.2995399784463	108984.98327310351	94191.16567270097	2796.226638842681	112.32055202057433	10.788218273040458	117655.9591349332	102529.72494365192	117273.21225879392	556977.5654136948	714376.4370942289	129895.33943591698	129978.48098696042	148217.0838373435	127792.1890529219	131480.4036045403	126949.32187260597
720.2826481389894	142.21732216718445	3.2285724318677578	432.3911069017809	5681.640628893379	3285.7480741679856	103700.7211268811	82448.95176369979	2441.137471480244	95.21177015728966	9.023295573318299	108615.58261592404	121762.00227443795	108084.72109441308	677752.3336535156	694940.5161326646	122765.44442468334	123567.64628524902	131823.0314958452	111280.16296719946	115429.81354961106	97138.80975081543
870.4927748342953	172.4140543273966	4.250685444443923	496.79560178318417	5751.668219583023	2938.4171702434696	110158.01015053288	82704.05272149981	2576.899527878026	100.59195925767844	11.340131498466704	121825.51254604971	123467.79039969786	138232.21645116384	603636.3931938155	567337.2100489904	106595.91148486154	131396.83963253273	129132.4416828236	117583.30852457922	115845.18194152103	123320.31066814282
713.4218415870456	139.2871547773099	3.1095239771710497	449.2381182654161	6300.396588266803	3481.8134587683844	103839.59721495742	93266.92674794869	2633.2022648095412	108.66138237401199	10.502227769623296	112123.99633921069	116015.74034627093	120107.39528137838	628051.8101574054	777241.381516306	116869.09797478114	123736.64310728667	149596.1752763431	120200.92954295309	150030.17569119576	131154.71210943634
887.1252862349102	174.05867123201122	4.3801110046728775	483.36525746328647	5810.302977087727	2996.5530438988935	97529.36846210065	70387.79037400796	2576.9860500480527	102.03237380521622	11.652665671772365	125887.79065931139	118501.5044433299	120483.76118758706	567296.4305678583	601576.5268430444	107773.1720066991	116088.76886103337	114896.26173562372	117587.32948175551	123158.61640139937	129294.538034239
886.7468137235196	171.35289427145582	3.988052129212083	515.2233609747842	6292.649293841689	3201.221296425554	106963.00347361503	92943.45257000603	2467.7397436585075	97.98538801828482	11.101980987119713	131784.95306998125	111184.08595117871	135489.55158897606	652658.4364912348	617285.7829805838	106361.94737466042	127517.63612018086	147285.7360109746	112514.28368814659	124722.54600533593	120627.9665699958
796.658760429854	152.206180583367	3.9074034988916813	462.50881932839167	5195.900364177936	2729.0688709520527	95938.74873401344	67917.35203970067	2854.0631852627025	112.18856639846857	11.208387107394868	105877.73379034184	106219.22045881717	122855.1584959025	576766.5439740769	541392.6828040282	109707.08578390167	114170.05970773332	111519.03542479557	130489.63517942079	119337.74917172323	131234.5323431987
888.2796168405974	171.13185737446568	4.0990564247512316	430.6665252682339	5620.907230825387	2980.8373677062627	94164.67619515788	76131.59965715365	2892.020533946461	114.41640724779826	11.896985465609607	125597.45428428284	109829.16839489357	114322.13239727454	500306.9730448827	687125.2852266419	111139.51267015502	112022.57106376594	126403.66540265946	132261.15257527903	122742.82363829922	124243.8012279509
855.6170809293149	161.7342096654702	3.8452225223151824	521.966622631303	5674.780276815673	3334.1638039202057	102619.75699024551	79987.32965679486	2667.658874186673	105.30753855296066	11.114160876787132	130797.0662144165	101911.28998156708	118643.07942237641	668966.0876993453	515720.9223626137	125024.92818145304	122253.3206437151	128320.18456315674	121803.92659800353	121554.48533784067	124120.76683290549
707.1788049253133	140.94099911663608	3.4347870864585737	493.61552324240273	6333.626944416964	3816.998448700837	88539.52854075274	73185.81307009894	2436.001342922151	98.19459436949455	9.592802980118153	118866.7477855504	126929.85043779599	114942.77506451291	735262.0227335764	668525.1971188398	129152.36906819689	105239.91563648274	124671.59912616496	111041.94419120542	133648.38031676874	112055.15660726537
788.5688422834004	151.79132170599559	3.5852380780990716	485.1135327562276	6059.443960667756	3549.0878084192445	108784.1597858994	81239.56741182927	3137.5166127802704	119.48691500068485	11.038941319233915	125902.67798625903	109434.66707382917	118668.54283380076	631662.8377210455	639721.8413071225	124800.92022942066	129732.9952737214	127404.4139235288	143742.16621253893	104807.63753005437	116235.25560500749
