"SosActive"	"RasActive"	"Raf1Active"	"MekActive"	"ErkActive"	"P90RskActive"	"PI3KActive"	"AktActive"	"C3GActive"	"Rap1Active"	"bRafActive"	"SosTot"	"RasTot"	"Raf1Tot"	"MekTot"	"ErkTot"	"P90RskTot"	"PI3KTot"	"AktTot"	"C3GTot"	"Rap1Tot"	"bRafTot"
485.63652099900844	94.94475371502935	2.6541015947175146	834.4438363821404	9127.961526554789	5359.634158170105	95448.10224058303	61255.017366498265	2761.661810953173	539.3660340313971	26.540125143566527	105455.54043632594	116660.50583893385	142819.6509973273	534505.2990340426	523161.71224966017	126960.59998622655	113588.55127968166	114701.1052607003	126181.18595175177	116446.43022040508	120882.6018612381
499.04454914294587	96.99921391362568	2.552034747320236	888.7989536368744	11305.321555037546	6271.260189347571	98361.2470832363	68783.80492374396	2550.789449932254	521.2536280643178	24.715572097581124	123283.0850514768	113841.94958793935	134720.7391924567	619128.5108246348	662506.0876914775	120149.79447366392	117111.05060225834	127451.29975831737	116370.11918047433	143089.08082212406	106814.27572188088
457.2140811346925	88.4114839455309	2.219313970836241	859.7199428302715	9610.76241154749	5385.53213094807	94988.03015288917	63760.796623860166	2612.504791278386	513.0293303491992	24.912291335480404	99571.3882684774	111438.92751519792	108164.4205893232	599743.9114599526	540756.1872081829	120598.31621554669	113033.81662987758	119873.39593824277	119238.41884105385	119158.82031636129	117897.12486553621
410.35604957195494	81.28598327529032	2.0363785944346935	1057.2763029296912	13430.237118221077	7010.885839239086	106004.33553511565	65226.305639123566	3078.054535523592	586.9116574167821	28.592790715294473	110908.52749454626	123470.98011740294	110080.73001767765	660578.0602913824	662544.1158086382	113243.54625965889	126375.10206170112	116298.03400222304	140957.60161384338	105701.28672732823	128563.97150070131
611.0265034291613	122.61859045640388	3.0039830744764187	796.8400257738625	9197.76675671894	5440.476316153391	102777.25506195382	71783.04782614014	2570.990438195639	522.0977455131787	25.100841484292555	134882.9692707615	130980.47573756067	114261.94357770744	529738.1283274526	567309.8176455898	128082.9612980343	122452.7677716174	130371.5080602334	117308.70636852583	138771.83613454	99493.94779521463
625.795846309405	126.30737616535191	3.7301787966416677	681.8005236845016	6948.097349413367	4334.308340395051	83679.61893575925	53291.341768517304	2283.731219709194	451.4775870361125	22.955630646565087	115518.70844678063	134562.36467321235	146318.564141636	472269.65415710676	470095.19375301246	134821.52577469172	99388.0112163579	106295.12681589597	103987.46281695615	122623.20430584728	105508.12509883987
523.8413647485035	101.97815433403825	2.6471261488259996	782.2130318619828	9359.117443374878	5712.142492294075	91291.05304501965	54061.89179472525	2236.7075435338347	430.07993992822367	21.44260129577169	119937.49481500873	114589.36724489105	101605.08215415252	616496.0922913813	599802.2434113126	132909.15960665848	108566.29735191698	103070.41616703886	101812.02298049975	109154.67631907381	110106.06282841827
590.2843458413039	114.56063715037473	2.8683623291724327	764.1478530711885	9767.723571268061	5514.059433138537	129323.7273262719	68779.34731739767	2955.736259664222	574.1220469246231	29.180461499464297	131635.5639746655	113143.70760222447	116033.66702945829	437900.9065741532	666748.7809843783	121710.81633487224	154782.98815425095	112459.4827813336	135237.02161699694	113846.47204932163	124586.48585771512
423.8584298573365	83.68890070139267	2.176006723861842	1004.8825187439155	12918.812548512142	6469.409410617585	81201.70421293113	62121.71492101662	2717.3147393632175	532.8531144077638	25.36498638094331	107136.26655790138	121722.17782288585	116275.84204421747	703752.9812903075	675181.0021555666	107804.13280758358	96413.76052850341	126849.60737077637	124115.42206583318	118450.14230969586	115486.71060490907
497.0491333322557	97.75692277011808	2.3192173891100554	716.5981400969687	9820.22741335287	5515.220527293486	103629.94832057964	70432.97554557785	2315.7262307260935	451.5005738995554	23.450066648337714	110497.87051364785	119676.80767182997	102685.11340680916	518491.7395611648	748889.5707338648	121024.76483620114	123491.75592892658	127309.5320322352	105468.47433481272	115557.06925050965	129533.11219405582
