"SosActive"	"RasActive"	"Raf1Active"	"MekActive"	"ErkActive"	"P90RskActive"	"PI3KActive"	"AktActive"	"C3GActive"	"Rap1Active"	"bRafActive"	"SosTot"	"RasTot"	"Raf1Tot"	"MekTot"	"ErkTot"	"P90RskTot"	"PI3KTot"	"AktTot"	"C3GTot"	"Rap1Tot"	"bRafTot"
1055.4227121617653	217.12710043876433	4.653156887810121	1307.4900276425008	3297.8993640552344	1954.1841784768453	115420.09853809106	88688.58752212141	3080.77991291762	613.9783834291252	34.93614059200326	114221.92188265781	147839.66209954477	100611.96790287168	628224.8027571298	647836.7434676242	124850.50662839765	137784.79287010912	136286.01735874236	141085.17683960538	127192.97399727178	119820.97384242274
1203.5729699973524	231.66587501808695	5.766963849201512	1130.080986486215	2697.0083660527	1407.3929523760482	107317.99130547921	66920.40894383613	2797.8764532829855	543.9425541491167	31.91658328126064	109070.02751995575	109471.96282689278	110368.58251809001	563798.9608831968	592405.3061174523	107596.55691017299	127934.44840435212	105024.0042146456	127869.10388670515	114245.42522463542	113619.68361096716
1338.7808115634616	249.92702290743117	6.029338079857679	1097.7343932967374	2611.1074663840554	1450.7740353059235	89372.99665213063	80015.1309231313	2568.490715281367	495.83736056112144	30.082029265718177	123452.47128922307	97309.12002380902	123456.31722260235	572418.0788659885	589242.1209963994	115541.40040968178	106224.73776059515	136147.68485179468	117192.54839411577	110958.32918271692	108003.55166586151
1226.6487841889168	241.17632997999854	6.210362840640944	1218.82644724646	2806.1219127018135	1601.2018457805323	87525.78140334769	61385.41025449271	2542.5596304890064	491.5504856408847	29.367465522214964	118955.44490888529	119609.45943786521	111033.44753171584	654847.3243134506	560151.9118568781	119245.0667156212	103999.79772098524	104554.8625037857	115987.81968023554	111617.35032533393	106330.53416971573
1367.6876763404903	257.80725474847753	6.494002803213072	1319.4004525816833	3159.8191537090765	1598.2034612709717	108127.05788408392	66713.51383246749	3059.9090076058606	596.1875423531254	35.37778788903414	132779.57657703396	100902.21050731937	113567.78212881187	595858.8845269902	596012.7517141917	104084.01100715688	128910.28374142418	104391.9111999632	140108.33506191638	115323.62429898085	114759.70959711784
1240.506468391299	244.33856025379907	6.154287018233341	1211.0387434942613	2974.1824515358603	1923.0553118327787	100426.00077290412	75068.62190573469	2970.655829234066	605.5017619816971	35.53507873322554	133403.2490285983	120542.24693254517	129963.66479707889	544148.5104615327	620234.0617267179	138022.38068875408	119578.70889466771	121280.19069371956	135934.24057147861	141341.57028002132	117809.19541145692
1348.6290430179656	272.38774368778354	6.93876334042269	1232.2063835927133	3114.8807607354693	1547.8931831661637	85510.75693155124	67654.04992865944	2776.31810990311	551.6388458628895	34.33510524547698	128667.46728431225	135083.0656069721	118960.70757536242	560962.2192686793	650048.9841429606	102003.48635497276	101567.11421423008	116768.38661692872	126864.19137867047	125453.75126207739	116992.97069724508
1214.7460993217728	243.84378539912228	6.012970526579839	1122.540053984841	2533.360621882415	1323.7254686395927	81314.56287183343	82235.63955519181	2689.384469951275	516.1689920894624	32.04861900455621	106790.03841065697	131232.04649639476	136844.6465499263	553416.5173598005	543018.6571022968	107671.17133041668	96522.99048425205	146356.47682167846	122815.05676490387	108413.14943923168	121870.47693162858
1167.1077999486167	235.02894825527105	6.120829652134507	1178.6615473676006	2405.7813465968334	1666.851438009018	98681.01312520601	70669.67395812664	2549.002645867136	505.99255575870967	31.7357080154239	115580.41963502893	133191.5108027214	133915.2322394147	587939.3030376015	467413.3017515672	149389.78483641677	117469.0886231894	114811.70788914408	116287.1130004552	124897.93895025522	127770.96477232705
1065.693689727191	204.74498144349053	5.019646244870152	1281.098726447933	2962.81395293227	1843.5756252360009	93762.83613121363	68114.23858179683	2244.722887019603	453.6064711026092	27.712882754556407	111507.78369531555	108637.07365168826	107918.26793988478	762791.7283044219	564189.3585846209	131945.3976876418	111530.6001471589	112935.31260107933	102182.73047839316	135510.19058342144	122665.50495765518
