sample_id	ab_id	treatment	ab_count_raw	ab_count_subsampled	ab_count_clr	uniquenr	treatment_uniquenr	sample_folder	well_name	plate_row	plate_column	ab_name	ab_barcode	normfactor	lib_size	ab_count_tmm
plate_5_165	EGFR-p_AF1095_92	vehicle	234	21	-0.6589249238470956	49	vehicle_49	plate_5	165	B	3	EGFR-p_AF1095	92	0.9702371778166762	90538	0.002785303398450349
plate_1_230	EGFR-p_AF1095_92	vehicle	199	31	-0.6195352845217652	50	vehicle_50	plate_1	230	G	8	EGFR-p_AF1095	92	0.8279641623769222	75822	0.003093687228673382
plate_2_230	EGFR-p_AF1095_92	AG1478	123	33	-0.5160938776029651	82	AG1478_82	plate_2	230	G	8	EGFR-p_AF1095	92	0.9549365898813216	39603	0.003333394929693985
plate_4_230	EGFR-p_AF1095_92	AG1478	172	30	-0.40880092496932807	83	AG1478_83	plate_4	230	G	8	EGFR-p_AF1095	92	1.0299069570305863	48500	0.0033080691894215295
plate_1_203	EGFR-p_AF1095_92	vehicle	109	32	-0.4412663534388299	51	vehicle_51	plate_1	203	E	5	EGFR-p_AF1095	92	0.9882686556514528	32264	0.003342263596214614
plate_2_203	EGFR-p_AF1095_92	vehicle	87	21	-0.5907293986741315	52	vehicle_52	plate_2	203	E	5	EGFR-p_AF1095	92	1.1395045636160608	26984	0.0029104222005929335
plate_5_203	EGFR-p_AF1095_92	AG1478	66	32	-0.45431943104136074	84	AG1478_84	plate_5	203	E	5	EGFR-p_AF1095	92	1.0452626950746668	19261	0.0033997018263233134
plate_3_209	EGFR-p_AF1095_92	vehicle	126	32	-0.7775964452612447	53	vehicle_53	plate_3	209	E	11	EGFR-p_AF1095	92	0.9133690052432726	58358	0.002421506986537865
plate_4_209	EGFR-p_AF1095_92	AG1478	127	28	-0.4086552038072311	85	AG1478_85	plate_4	209	E	11	EGFR-p_AF1095	92	1.0132742173676685	38449	0.003124464784128597
plate_5_209	EGFR-p_AF1095_92	vehicle	131	31	-0.4066705855541484	54	vehicle_54	plate_5	209	E	11	EGFR-p_AF1095	92	1.018355422463667	37047	0.003593783097311139
plate_5_240	EGFR-p_AF1095_92	vehicle	86	35	-0.7034782528478676	55	vehicle_55	plate_5	240	H	6	EGFR-p_AF1095	92	1.2610563852449819	27951	0.0025613395527850666
plate_4_223	EGFR-p_AF1095_92	AG1478	147	31	-0.3588884931856784	86	AG1478_86	plate_4	223	G	1	EGFR-p_AF1095	92	1.0860292786347399	38856	0.0033481745526546063
plate_2_236	EGFR-p_AF1095_92	AG1478	76	25	-0.457905036996749	87	AG1478_87	plate_2	236	H	2	EGFR-p_AF1095	92	0.8972277762644826	25572	0.0033934318844318035
plate_4_236	EGFR-p_AF1095_92	vehicle	61	51	-0.4106176790127858	56	vehicle_56	plate_4	236	H	2	EGFR-p_AF1095	92	1.4795187527813445	12104	0.0032709401410397575
plate_5_236	EGFR-p_AF1095_92	AG1478	48	19	-0.8231165088922432	88	AG1478_88	plate_5	236	H	2	EGFR-p_AF1095	92	1.029916477855521	21131	0.002327031610756071
plate_1_159	EGFR-p_AF1095_92	AG1478	171	26	-0.5039468534367355	89	AG1478_89	plate_1	159	A	9	EGFR-p_AF1095	92	0.9719759125381278	55862	0.0030731550313804726
plate_2_159	EGFR-p_AF1095_92	vehicle	117	35	-0.3142636012321134	57	vehicle_57	plate_2	159	A	9	EGFR-p_AF1095	92	0.9953061622198365	32505	0.0036974270046161773
plate_5_159	EGFR-p_AF1095_92	AG1478	54	29	-0.6598735117825294	90	AG1478_90	plate_5	159	A	9	EGFR-p_AF1095	92	1.083977419540452	19498	0.0026764262608717127
plate_6_159	EGFR-p_AF1095_92	AG1478	59	44	0.01703218465878819	91	AG1478_91	plate_6	159	A	9	EGFR-p_AF1095	92	0.9739204177580079	11838	0.005068857360157325
plate_4_219	EGFR-p_AF1095_92	vehicle	373	43	-0.3053498126526639	58	vehicle_58	plate_4	219	F	9	EGFR-p_AF1095	92	0.9382926719562572	97873	0.003926357138344389
plate_5_219	EGFR-p_AF1095_92	vehicle	384	36	-0.4485105309729356	59	vehicle_59	plate_5	219	F	9	EGFR-p_AF1095	92	0.9650601541624559	117314	0.0035132447700706
plate_6_219	EGFR-p_AF1095_92	vehicle	97	28	-0.5152447420809834	60	vehicle_60	plate_6	219	F	9	EGFR-p_AF1095	92	0.9030374575666092	34664	0.003050202832099852
plate_1_212	EGFR-p_AF1095_92	vehicle	178	33	-0.5424156317698161	61	vehicle_61	plate_1	212	F	2	EGFR-p_AF1095	92	0.9876373159523845	60810	0.0028875723769821392
plate_2_212	EGFR-p_AF1095_92	vehicle	176	27	-0.5573237270751674	62	vehicle_62	plate_2	212	F	2	EGFR-p_AF1095	92	0.9261927236628946	62486	0.0031220910077826717
plate_4_212	EGFR-p_AF1095_92	AG1478	110	48	-0.3764663232216243	92	AG1478_92	plate_4	212	F	2	EGFR-p_AF1095	92	0.9223382803708733	31301	0.00367482834334689
plate_2_238	EGFR-p_AF1095_92	AG1478	186	38	-0.27727444330930773	93	AG1478_93	plate_2	238	H	4	EGFR-p_AF1095	92	1.1155749980815124	45468	0.0037479840068812107
plate_4_238	EGFR-p_AF1095_92	AG1478	78	32	-0.572459084148222	94	AG1478_94	plate_4	238	H	4	EGFR-p_AF1095	92	1.0976747145111263	24724	0.002738761550486253
plate_5_238	EGFR-p_AF1095_92	vehicle	55	24	-0.81642556349082	63	vehicle_63	plate_5	238	H	4	EGFR-p_AF1095	92	1.0441083583725506	23621	0.002351541823493115
plate_6_238	EGFR-p_AF1095_92	AG1478	39	22	-0.7289727002771045	95	AG1478_95	plate_6	238	H	4	EGFR-p_AF1095	92	0.9198431895443863	16886	0.0024623162832282763
plate_2_232	EGFR-p_AF1095_92	AG1478	83	24	-0.5814929940329838	96	AG1478_96	plate_2	232	G	10	EGFR-p_AF1095	92	0.9925763257612379	30259	0.002844506759801691
plate_3_232	EGFR-p_AF1095_92	AG1478	114	36	-0.14712427878321055	97	AG1478_97	plate_3	232	G	10	EGFR-p_AF1095	92	0.9782863631442258	26831	0.0044007570604981585
plate_5_232	EGFR-p_AF1095_92	AG1478	117	39	-0.44495000242547533	98	AG1478_98	plate_5	232	G	10	EGFR-p_AF1095	92	1.1231647374969236	33224	0.003256852231987957
plate_2_180	EGFR-p_AF1095_92	vehicle	112	23	-0.5685281018923911	64	vehicle_64	plate_2	180	C	6	EGFR-p_AF1095	92	0.8597821964213048	42012	0.003181680659333077
plate_3_180	EGFR-p_AF1095_92	AG1478	100	25	-0.4852098843843926	99	AG1478_99	plate_3	180	C	6	EGFR-p_AF1095	92	1.0375990300700209	31950	0.0030741093859989197
plate_5_180	EGFR-p_AF1095_92	vehicle	191	23	-0.5679052512191429	65	vehicle_65	plate_5	180	C	6	EGFR-p_AF1095	92	0.816464964949675	73472	0.0033054766105389743
plate_6_180	EGFR-p_AF1095_92	AG1478	133	32	-0.3360607867543983	100	AG1478_100	plate_6	180	C	6	EGFR-p_AF1095	92	0.9395543365927731	39903	0.003498962055139607
plate_2_204	EGFR-p_AF1095_92	vehicle	302	35	-0.4015226401718719	66	vehicle_66	plate_2	204	E	6	EGFR-p_AF1095	92	0.8859994787151864	87084	0.003995134624782484
plate_3_204	EGFR-p_AF1095_92	vehicle	330	37	-0.41508734329547625	67	vehicle_67	plate_3	204	E	6	EGFR-p_AF1095	92	0.9016684435364537	104477	0.003560685746379897
plate_5_204	EGFR-p_AF1095_92	vehicle	251	31	-0.5889220081307709	68	vehicle_68	plate_5	204	E	6	EGFR-p_AF1095	92	0.9792934752591202	88167	0.0030285354320991917
plate_6_204	EGFR-p_AF1095_92	AG1478	82	41	-0.31673440791293395	101	AG1478_101	plate_6	204	E	6	EGFR-p_AF1095	92	1.290827392120117	18035	0.0034737733295602236
plate_2_210	EGFR-p_AF1095_92	AG1478	104	32	-0.38647536851912534	102	AG1478_102	plate_2	210	E	12	EGFR-p_AF1095	92	0.9542605075940545	30911	0.0036067706372838234
plate_3_210	EGFR-p_AF1095_92	AG1478	82	39	-0.5505377362710622	103	AG1478_103	plate_3	210	E	12	EGFR-p_AF1095	92	1.0878833494890303	26265	0.0029274518562763447
plate_4_210	EGFR-p_AF1095_92	vehicle	166	28	-0.4125749173670173	69	vehicle_69	plate_4	210	E	12	EGFR-p_AF1095	92	0.8922233659738914	54166	0.0032995089825646035
plate_5_210	EGFR-p_AF1095_92	AG1478	104	25	-0.4807925344472128	104	AG1478_104	plate_5	210	E	12	EGFR-p_AF1095	92	1.0327078216033094	31983	0.0032702091510252856
plate_6_210	EGFR-p_AF1095_92	vehicle	93	28	-0.550003623392513	70	vehicle_70	plate_6	210	E	12	EGFR-p_AF1095	92	0.9068629983639528	33013	0.0030578395656531763
plate_1_224	EGFR-p_AF1095_92	AG1478	109	28	-0.7478056446981807	105	AG1478_105	plate_1	224	G	2	EGFR-p_AF1095	92	1.179562610922557	32777	0.002743049420842668
plate_2_224	EGFR-p_AF1095_92	vehicle	113	26	-0.5180488638338856	71	vehicle_71	plate_2	224	G	2	EGFR-p_AF1095	92	1.0064533636989312	35496	0.0032440508825416904
plate_6_224	EGFR-p_AF1095_92	vehicle	162	27	-0.5287501337143317	72	vehicle_72	plate_6	224	G	2	EGFR-p_AF1095	92	0.8607141467828604	61120	0.003030894413207601
plate_2_228	EGFR-p_AF1095_92	AG1478	150	30	-0.40350562044026095	106	AG1478_106	plate_2	228	G	6	EGFR-p_AF1095	92	1.0102398131400672	42898	0.0035422300934223206
plate_4_228	EGFR-p_AF1095_92	vehicle	262	37	-0.4147255107080152	73	vehicle_73	plate_4	228	G	6	EGFR-p_AF1095	92	0.9621567107912693	77763	0.003366387850289395
plate_5_228	EGFR-p_AF1095_92	vehicle	69	34	-0.4774056861927906	74	vehicle_74	plate_5	228	G	6	EGFR-p_AF1095	92	1.1660241399691114	18996	0.0032366231130022062
plate_6_228	EGFR-p_AF1095_92	vehicle	111	31	-0.48044170578628975	75	vehicle_75	plate_6	228	G	6	EGFR-p_AF1095	92	0.9380383418598752	36385	0.0032036681523417644
plate_2_201	EGFR-p_AF1095_92	AG1478	38	33	-0.5455035699536523	107	AG1478_107	plate_2	201	E	3	EGFR-p_AF1095	92	1.1030018264818702	12112	0.002925411326462246
plate_4_201	EGFR-p_AF1095_92	AG1478	73	39	-0.15687689679830896	108	AG1478_108	plate_4	201	E	3	EGFR-p_AF1095	92	0.9267786438678276	16803	0.004552361558505493
plate_5_201	EGFR-p_AF1095_92	AG1478	97	34	-0.289949755291091	109	AG1478_109	plate_5	201	E	3	EGFR-p_AF1095	92	0.9677628520464714	26586	0.003891543299519391
plate_6_201	EGFR-p_AF1095_92	AG1478	80	39	-0.335600204661441	110	AG1478_110	plate_6	201	E	3	EGFR-p_AF1095	92	0.9988072472360475	22749	0.003472285038887472
plate_1_211	EGFR-p_AF1095_92	AG1478	151	30	-0.4711025390733097	111	AG1478_111	plate_1	211	F	1	EGFR-p_AF1095	92	1.0029709032572565	46343	0.003172443385737703
plate_2_211	EGFR-p_AF1095_92	vehicle	238	22	-0.6323283814163378	76	vehicle_76	plate_2	211	F	1	EGFR-p_AF1095	92	0.8206460467085822	89787	0.0033110437428863666
plate_4_211	EGFR-p_AF1095_92	vehicle	151	28	-0.4045658742591405	77	vehicle_77	plate_4	211	F	1	EGFR-p_AF1095	92	0.9273288534795636	46534	0.0033638917628929987
plate_2_220	EGFR-p_AF1095_92	AG1478	114	29	-0.677321003783165	112	AG1478_112	plate_2	220	F	10	EGFR-p_AF1095	92	1.1096763548828514	40528	0.002615862185267599
plate_5_220	EGFR-p_AF1095_92	vehicle	137	19	-0.6163494367281883	78	vehicle_78	plate_5	220	F	10	EGFR-p_AF1095	92	0.8927421105495619	53736	0.002977279415915441
plate_6_220	EGFR-p_AF1095_92	AG1478	119	18	-0.5577299960286553	113	AG1478_113	plate_6	220	F	10	EGFR-p_AF1095	92	1.0508402130552978	40044	0.0027794046078384606
plate_1_214	EGFR-p_AF1095_92	AG1478	229	33	-0.35064769792134154	114	AG1478_114	plate_1	214	F	4	EGFR-p_AF1095	92	1.1539287525114634	58873	0.0032946387663015616
plate_2_214	EGFR-p_AF1095_92	vehicle	102	27	-0.5432604225222839	79	vehicle_79	plate_2	214	F	4	EGFR-p_AF1095	92	0.9603632806167947	35240	0.003094905087383019
plate_5_214	EGFR-p_AF1095_92	AG1478	96	48	-0.47186145632285736	115	AG1478_115	plate_5	214	F	4	EGFR-p_AF1095	92	1.4667571195740137	21454	0.003172206944176123
plate_2_202	EGFR-p_AF1095_92	AG1478	113	36	-0.4587387920192976	116	AG1478_116	plate_2	202	E	4	EGFR-p_AF1095	92	0.971061905746527	34236	0.003479985083453788
plate_4_202	EGFR-p_AF1095_92	vehicle	89	32	-0.4012802276262599	80	vehicle_80	plate_4	202	E	4	EGFR-p_AF1095	92	1.0207382574881323	25669	0.00326143343728925
plate_5_202	EGFR-p_AF1095_92	vehicle	126	27	-0.5386205324579327	81	vehicle_81	plate_5	202	E	4	EGFR-p_AF1095	92	1.0191232299562791	39387	0.0032604673590188116
plate_3_218	EGFR-p_AF1095_92	AG1478	103	42	-0.3518938727946983	117	AG1478_117	plate_3	218	F	8	EGFR-p_AF1095	92	1.1341153047442265	25207	0.003660590544725047
plate_5_218	EGFR-p_AF1095_92	vehicle	209	38	-0.40830097146322863	82	vehicle_82	plate_5	218	F	8	EGFR-p_AF1095	92	1.080462546212142	55406	0.0036127106042632183
plate_4_198	EGFR-p_AF1095_92	vehicle	36	36	-0.31609816186899264	83	vehicle_83	plate_4	198	D	12	EGFR-p_AF1095	92	1.1706737214267178	10107	0.0029072558752957414
plate_1_244	EGFR-p_AF1095_92	vehicle	113	27	-0.6027602020800114	84	vehicle_84	plate_1	244	H	10	EGFR-p_AF1095	92	1.0397958956406834	37484	0.002823023483866807
plate_3_244	EGFR-p_AF1095_92	AG1478	153	45	-0.2976646703072481	118	AG1478_118	plate_3	244	H	10	EGFR-p_AF1095	92	1.1630378370296557	35150	0.003800225468490173
plate_4_244	EGFR-p_AF1095_92	vehicle	298	24	-0.5684547600463787	85	vehicle_85	plate_4	244	H	10	EGFR-p_AF1095	92	1.0815744539257515	94442	0.0027820505397986948
plate_5_244	EGFR-p_AF1095_92	AG1478	76	29	-0.3342222714635996	119	AG1478_119	plate_5	244	H	10	EGFR-p_AF1095	92	1.0230292336056146	19065	0.00401809619786491
plate_1_194	EGFR-p_AF1095_92	AG1478	185	25	-0.36429564897846056	120	AG1478_120	plate_1	194	D	8	EGFR-p_AF1095	92	0.9536816391930582	54209	0.003502247961926094
plate_2_194	EGFR-p_AF1095_92	AG1478	54	27	-0.61708394145022	121	AG1478_121	plate_2	194	D	8	EGFR-p_AF1095	92	0.9704983097877486	19920	0.0028742548097912563
plate_3_194	EGFR-p_AF1095_92	AG1478	120	22	-0.647249420751252	122	AG1478_122	plate_3	194	D	8	EGFR-p_AF1095	92	0.9149237930762195	47511	0.0028182269677519615
plate_4_194	EGFR-p_AF1095_92	AG1478	92	30	-0.34906717575082435	123	AG1478_123	plate_4	194	D	8	EGFR-p_AF1095	92	0.9919643932097411	27158	0.0032796849187672872
plate_5_194	EGFR-p_AF1095_92	AG1478	110	34	-0.6744823082707265	124	AG1478_124	plate_5	194	D	8	EGFR-p_AF1095	92	1.4615492726417967	29954	0.002634076102021376
plate_1_227	EGFR-p_AF1095_92	AG1478	109	27	-0.3374436369111411	125	AG1478_125	plate_1	227	G	5	EGFR-p_AF1095	92	1.0721097208292254	28864	0.0034461175618308135
plate_3_227	EGFR-p_AF1095_92	vehicle	324	22	-0.47142154574046025	86	vehicle_86	plate_3	227	G	5	EGFR-p_AF1095	92	0.9723996600917896	96014	0.003527924468634362
plate_6_227	EGFR-p_AF1095_92	vehicle	349	27	-0.3711300306800762	87	vehicle_87	plate_6	227	G	5	EGFR-p_AF1095	92	0.8956459941022327	109992	0.0034940949465676503
plate_3_200	EGFR-p_AF1095_92	AG1478	55	39	-0.33811322766008356	126	AG1478_126	plate_3	200	E	2	EGFR-p_AF1095	92	1.1431366396696192	13654	0.003581381834271797
plate_4_200	EGFR-p_AF1095_92	vehicle	130	23	-0.7500117078993069	88	vehicle_88	plate_4	200	E	2	EGFR-p_AF1095	92	1.0825357975726706	49128	0.0023090578063120486
plate_5_200	EGFR-p_AF1095_92	AG1478	117	29	-0.6000849925895162	127	AG1478_127	plate_5	200	E	2	EGFR-p_AF1095	92	1.0082010621164164	40756	0.0029688613920021757
plate_4_163	EGFR-p_AF1095_92	AG1478	94	25	-0.5739182955803699	128	AG1478_128	plate_4	163	B	1	EGFR-p_AF1095	92	1.0690019743879442	30683	0.0027304966161191837
plate_5_163	EGFR-p_AF1095_92	AG1478	164	26	-0.4449396604944713	129	AG1478_129	plate_5	163	B	1	EGFR-p_AF1095	92	1.0019600107926798	48652	0.003485754927409382
plate_3_217	EGFR-p_AF1095_92	AG1478	89	30	-0.5151414002577219	130	AG1478_130	plate_3	217	F	7	EGFR-p_AF1095	92	0.9451286465324735	30091	0.0031870453786941827
plate_5_217	EGFR-p_AF1095_92	AG1478	57	28	-0.4746508456737182	131	AG1478_131	plate_5	217	F	7	EGFR-p_AF1095	92	0.9745882107492241	18714	0.0032467367125996248
plate_6_217	EGFR-p_AF1095_92	vehicle	86	26	-0.3756418959451908	89	vehicle_89	plate_6	217	F	7	EGFR-p_AF1095	92	0.9935188858127915	24090	0.003544681652977579
plate_4_195	EGFR-p_AF1095_92	AG1478	133	29	-0.3447280358024951	132	AG1478_132	plate_4	195	D	9	EGFR-p_AF1095	92	0.9672358321477403	37558	0.003525803309052422
plate_6_195	EGFR-p_AF1095_92	vehicle	175	26	-0.498253589062565	90	vehicle_90	plate_6	195	D	9	EGFR-p_AF1095	92	0.8872027930013899	58058	0.0033488974821564805
plate_1_160	EGFR-p_AF1095_92	AG1478	83	20	-0.5598628511653878	133	AG1478_133	plate_1	160	A	10	EGFR-p_AF1095	92	0.9246717803775941	31416	0.0027809749814971642
plate_4_160	EGFR-p_AF1095_92	AG1478	120	44	-0.2170374268201591	134	AG1478_134	plate_4	160	A	10	EGFR-p_AF1095	92	0.9673174346498679	30211	0.003970925825366203
plate_5_160	EGFR-p_AF1095_92	vehicle	67	23	-0.7555987666159911	91	vehicle_91	plate_5	160	A	10	EGFR-p_AF1095	92	0.9571262406889642	30498	0.0024167423883124694
plate_6_160	EGFR-p_AF1095_92	AG1478	54	29	-0.5368029328395956	135	AG1478_135	plate_6	160	A	10	EGFR-p_AF1095	92	1.0439325827109789	17321	0.002937849989600571
plate_2_161	EGFR-p_AF1095_92	AG1478	183	18	-0.99207552147801	136	AG1478_136	plate_2	161	A	11	EGFR-p_AF1095	92	1.0469659463137697	85414	0.002127400904549649
plate_5_161	EGFR-p_AF1095_92	vehicle	100	30	-0.5820067716472117	92	vehicle_92	plate_5	161	A	11	EGFR-p_AF1095	92	1.027434390532187	33906	0.0029920480126002648
plate_2_226	EGFR-p_AF1095_92	AG1478	95	26	-0.48024711512992546	137	AG1478_137	plate_2	226	G	4	EGFR-p_AF1095	92	1.0172924295658132	30819	0.003111121838053789
plate_4_226	EGFR-p_AF1095_92	vehicle	230	37	-0.3672207800645175	93	vehicle_93	plate_4	226	G	4	EGFR-p_AF1095	92	0.9763997034680324	63632	0.0035665588408403857
plate_5_226	EGFR-p_AF1095_92	AG1478	58	28	-0.4370019280964667	138	AG1478_138	plate_5	226	G	4	EGFR-p_AF1095	92	1.0110215484146556	17846	0.0033360682351750094
plate_6_226	EGFR-p_AF1095_92	vehicle	186	31	-0.4599620553877664	94	vehicle_94	plate_6	226	G	4	EGFR-p_AF1095	92	1.0568511649275296	54503	0.003180526722286956
plate_2_246	EGFR-p_AF1095_92	vehicle	142	33	-0.5011243223359134	95	vehicle_95	plate_2	246	H	12	EGFR-p_AF1095	92	1.2765179744169561	33721	0.0033798436901591633
plate_3_246	EGFR-p_AF1095_92	AG1478	87	52	-0.19289473436464544	139	AG1478_139	plate_3	246	H	12	EGFR-p_AF1095	92	1.0175105305157073	20197	0.004291076066988914
plate_5_246	EGFR-p_AF1095_92	vehicle	104	24	-0.657064443041631	96	vehicle_96	plate_5	246	H	12	EGFR-p_AF1095	92	1.0213048268437575	37550	0.0028333347391340078
plate_1_162	EGFR-p_AF1095_92	vehicle	175	40	-0.4245013839817675	97	vehicle_97	plate_1	162	A	12	EGFR-p_AF1095	92	0.8650695371507118	55386	0.003576254950831835
plate_4_162	EGFR-p_AF1095_92	vehicle	307	25	-0.4387422421622515	98	vehicle_98	plate_4	162	A	12	EGFR-p_AF1095	92	0.8149767954893903	102079	0.0035549173024174876
plate_6_162	EGFR-p_AF1095_92	AG1478	47	28	-0.6311287190909809	140	AG1478_140	plate_6	162	A	12	EGFR-p_AF1095	92	1.0492363961134024	15805	0.0027856443040359525
plate_2_152	EGFR-p_AF1095_92	vehicle	152	22	-0.5306366937801377	99	vehicle_99	plate_2	152	A	2	EGFR-p_AF1095	92	0.9223392113357393	52644	0.003211436148413023
plate_5_152	EGFR-p_AF1095_92	AG1478	99	20	-0.6730659075074499	141	AG1478_141	plate_5	152	A	2	EGFR-p_AF1095	92	0.9106197897836154	40270	0.0028211761229482955
plate_1_239	EGFR-p_AF1095_92	AG1478	103	26	-0.49301246825656353	142	AG1478_142	plate_1	239	H	5	EGFR-p_AF1095	92	1.020660027144108	31373	0.0031404041327917098
plate_6_239	EGFR-p_AF1095_92	AG1478	108	31	-0.2116383956496977	143	AG1478_143	plate_6	239	H	5	EGFR-p_AF1095	92	0.9532796636137443	25856	0.004333141892159148
plate_1_243	EGFR-p_AF1095_92	vehicle	254	32	-0.6133465911999068	100	vehicle_100	plate_1	243	H	9	EGFR-p_AF1095	92	1.1178308609333585	76585	0.0028907569513816176
plate_2_164	EGFR-p_AF1095_92	AG1478	79	39	-0.3148135915445982	144	AG1478_144	plate_2	164	B	2	EGFR-p_AF1095	92	0.9468610748928127	21588	0.003945818278344817
plate_3_164	EGFR-p_AF1095_92	vehicle	205	43	-0.48915464326427216	101	vehicle_101	plate_3	164	B	2	EGFR-p_AF1095	92	0.9479136011998152	67659	0.003254023722093092
plate_1_158	EGFR-p_AF1095_92	AG1478	109	34	-0.3672437566133944	145	AG1478_145	plate_1	158	A	8	EGFR-p_AF1095	92	0.9795125571921799	31934	0.003408463967513939
plate_4_158	EGFR-p_AF1095_92	AG1478	86	47	-0.0445174388433367	146	AG1478_146	plate_4	158	A	8	EGFR-p_AF1095	92	0.9421361139501679	18293	0.004854651531137274
plate_5_158	EGFR-p_AF1095_92	vehicle	172	35	-0.37223955628104566	102	vehicle_102	plate_5	158	A	8	EGFR-p_AF1095	92	1.0310790472178197	45548	0.003783881856755502
plate_2_225	EGFR-p_AF1095_92	vehicle	76	29	-0.701529213717377	103	vehicle_103	plate_2	225	G	3	EGFR-p_AF1095	92	1.169110743649954	26159	0.002566065436390474
plate_3_225	EGFR-p_AF1095_92	vehicle	150	26	-0.6471420130075209	104	vehicle_104	plate_3	225	G	3	EGFR-p_AF1095	92	0.9384419649661653	57413	0.002841663423424757
plate_6_225	EGFR-p_AF1095_92	AG1478	60	39	-0.23135074045453852	147	AG1478_147	plate_6	225	G	3	EGFR-p_AF1095	92	0.9423378135395036	16308	0.0038557541832506207
plate_1_215	EGFR-p_AF1095_92	vehicle	139	30	-0.5683451900645133	105	vehicle_105	plate_1	215	F	5	EGFR-p_AF1095	92	0.9772370156168164	42516	0.0032692930695589146
plate_2_215	EGFR-p_AF1095_92	AG1478	60	21	-0.537682512188673	148	AG1478_148	plate_2	215	F	5	EGFR-p_AF1095	92	0.9350845202191809	22133	0.002980085196825958
plate_4_215	EGFR-p_AF1095_92	AG1478	116	38	-0.1693599376890953	149	AG1478_149	plate_4	215	F	5	EGFR-p_AF1095	92	1.0315825418403048	25624	0.004253068173600605
plate_5_215	EGFR-p_AF1095_92	AG1478	83	36	-0.6176693152103905	150	AG1478_150	plate_5	215	F	5	EGFR-p_AF1095	92	1.090382360555134	27524	0.002887059620284183
plate_6_215	EGFR-p_AF1095_92	vehicle	92	35	-0.4702666060602434	106	vehicle_106	plate_6	215	F	5	EGFR-p_AF1095	92	0.9681655611187718	28253	0.0033148095690542904
plate_1_196	EGFR-p_AF1095_92	vehicle	309	19	-0.5394524591548322	107	vehicle_107	plate_1	196	D	10	EGFR-p_AF1095	92	1.0324688927564774	97116	0.003005484378150442
plate_6_196	EGFR-p_AF1095_92	vehicle	146	35	-0.5036137287307607	108	vehicle_108	plate_6	196	D	10	EGFR-p_AF1095	92	0.9556134196637064	47904	0.003140772897099251
plate_3_207	EGFR-p_AF1095_92	AG1478	100	33	-0.3848143510404034	151	AG1478_151	plate_3	207	E	9	EGFR-p_AF1095	92	0.9463705111487799	29001	0.0037011946035760187
plate_4_207	EGFR-p_AF1095_92	vehicle	299	30	-0.4725437593883388	109	vehicle_109	plate_4	207	E	9	EGFR-p_AF1095	92	0.8523233030013351	106249	0.0031663925311625363
plate_6_207	EGFR-p_AF1095_92	AG1478	52	19	-0.6974877357843865	152	AG1478_152	plate_6	207	E	9	EGFR-p_AF1095	92	0.9412903614011611	21785	0.002487289322674965
plate_2_245	EGFR-p_AF1095_92	AG1478	65	27	-0.5952541080368832	153	AG1478_153	plate_2	245	H	11	EGFR-p_AF1095	92	0.973837670809965	21717	0.0031544615524769447
plate_1_199	EGFR-p_AF1095_92	vehicle	170	35	-0.4920247867654002	110	vehicle_110	plate_1	199	E	1	EGFR-p_AF1095	92	0.8707168990085564	61664	0.0030899957591339748
plate_3_199	EGFR-p_AF1095_92	vehicle	73	17	-0.8636248629868613	111	vehicle_111	plate_3	199	E	1	EGFR-p_AF1095	92	0.9622205829015	34252	0.002272577038250982
plate_6_199	EGFR-p_AF1095_92	vehicle	76	18	-0.6593582049465656	112	vehicle_112	plate_6	199	E	1	EGFR-p_AF1095	92	0.717975660168689	37889	0.002745217957897672
plate_1_197	EGFR-p_AF1095_92	AG1478	153	39	-0.32803824173126817	154	AG1478_154	plate_1	197	D	11	EGFR-p_AF1095	92	1.119688687354334	37477	0.003569888094256185
plate_2_197	EGFR-p_AF1095_92	AG1478	224	36	-0.688125747837022	155	AG1478_155	plate_2	197	D	11	EGFR-p_AF1095	92	1.4351848769977236	58620	0.002743534920740427
plate_6_197	EGFR-p_AF1095_92	vehicle	125	42	-0.4031245477674581	113	vehicle_113	plate_6	197	D	11	EGFR-p_AF1095	92	0.9784302844217445	33592	0.003754604550124832
plate_3_229	EGFR-p_AF1095_92	AG1478	93	30	-0.3821299842717547	156	AG1478_156	plate_3	229	G	7	EGFR-p_AF1095	92	0.8978046333303948	31130	0.0033851654723773272
plate_4_229	EGFR-p_AF1095_92	AG1478	79	25	-0.4734131056513622	157	AG1478_157	plate_4	229	G	7	EGFR-p_AF1095	92	1.0420920944802015	24750	0.002927650812789801
plate_6_229	EGFR-p_AF1095_92	vehicle	89	27	-0.5487770534694176	114	vehicle_114	plate_6	229	G	7	EGFR-p_AF1095	92	1.0023248367219197	30230	0.0028887140604829846
plate_1_233	EGFR-p_AF1095_92	vehicle	200	22	-0.5451631701342565	115	vehicle_115	plate_1	233	G	11	EGFR-p_AF1095	92	0.9359960303529132	72308	0.0028788645313807294
plate_3_233	EGFR-p_AF1095_92	AG1478	66	33	-0.3346657842775054	158	AG1478_158	plate_3	233	G	11	EGFR-p_AF1095	92	0.9423989937314283	19165	0.0037119026141893253
plate_4_233	EGFR-p_AF1095_92	AG1478	58	21	-0.5937224498989657	159	AG1478_159	plate_4	233	G	11	EGFR-p_AF1095	92	0.976715547336746	20963	0.0026973976724788324
