POPULATIONS	DIFFERENCE_RMSE	NOISE	CELLNUM	ETA	REPEAT	EDGES	MODELTYPE	POPULATIONS	NUMDIFFEDGES	THETA	RESIDUALS
WT_RAS	0.13381930989979268	0.5	250	0.1	15	13	MRA	WT:wt_ras	0	NO_THETA	0.006557138575024223
WT_RAS	0.04598359058375946	0.0	250	0.00625	16	13	MRA	WT:wt_ras	0	NO_THETA	6.128090050956248e-05
WT_RAS	0.07659202048356156	0.2	250	0.025	16	13	MRA	WT:wt_ras	0	NO_THETA	0.0010257348958362322
WT_RAS	0.10986028585173081	0.5	250	0.1228515625	16	13	MRA	WT:wt_ras	0	NO_THETA	0.006883880555276063
WT_RAS	0.0577887702273984	0.0	250	0.0125	17	13	MRA	WT:wt_ras	0	NO_THETA	6.641998847998564e-05
WT_RAS	0.08019039228305264	0.2	250	0.037500000000000006	17	13	MRA	WT:wt_ras	0	NO_THETA	0.0011238925030217029
WT_RAS	0.12053691119463227	0.5	250	0.1	17	13	MRA	WT:wt_ras	0	NO_THETA	0.005338594334264725
WT_RAS	0.05026410202592237	0.0	250	0.0125	18	13	MRA	WT:wt_ras	0	NO_THETA	6.76384498680869e-05
WT_RAS	0.07294264908362857	0.2	250	0.025	18	13	MRA	WT:wt_ras	0	NO_THETA	0.0010903760169885903
WT_RAS	0.12430711408410144	0.5	250	0.1140625	18	13	MRA	WT:wt_ras	0	NO_THETA	0.0066090610665925165
WT_RAS	0.057927980368516284	0.0	250	0.0125	19	13	MRA	WT:wt_ras	0	NO_THETA	7.36087436362959e-05
WT_RAS	0.06977153319639713	0.2	250	0.025	19	13	MRA	WT:wt_ras	0	NO_THETA	0.0009716791119632344
WT_RAS	0.08076420235986274	0.5	250	0.1052734375	19	13	MRA	WT:wt_ras	0	NO_THETA	0.005773529547997323
