NOISE	PERT	MISS	ETA	REPEAT	CELLNUM	MISSNAMES	PERTNAMES	EDGENUM	TPR	FPR	EDGES	RMSE	PRECISION	RECALL
0.2	5	11	0.32500000000000007	19	1000	,Erk,Raf1,bRaf,Akt,Rap1,Ras,Mek,Sos,P90Rsk,PI3K,C3G	,PI3K,C3G,Akt,P90Rsk,Raf1	13	0.6153846153846154	0.05154639175257732	13	0.18287310206262383	0.6153846153846154	0.6153846153846154
0.2	8	11	0.40937500000000004	19	1000	,Erk,Raf1,bRaf,Akt,Rap1,Ras,Mek,Sos,P90Rsk,PI3K,C3G	,PI3K,C3G,Akt,P90Rsk,Raf1,Erk,bRaf,Ras	13	0.7692307692307693	0.030927835051546393	16	0.12547578415016314	0.7692307692307693	0.7692307692307693
0.2	11	11	0.3812500000000001	19	1000	,Erk,Raf1,bRaf,Akt,Rap1,Ras,Mek,Sos,P90Rsk,PI3K,C3G	,PI3K,C3G,Akt,P90Rsk,Raf1,Erk,bRaf,Ras,Mek,Sos,Rap1	13	0.7692307692307693	0.030927835051546393	15	0.11212534861162479	0.7692307692307693	0.7692307692307693
0.2	0	0	0.07500000000000001	0	1000			13	0.8461538461538461	0.020618556701030927	13	0.07142874642890197	0.8461538461538461	0.8461538461538461
0.2	0	3	0.184375	0	1000	,P90Rsk,PI3K,Rap1		13	0.7692307692307693	0.030927835051546393	13	0.08696455097072245	0.7692307692307693	0.7692307692307693
0.2	0	6	0.1	0	1000	,P90Rsk,PI3K,Rap1,Raf1,Ras,Sos		13	0.7692307692307693	0.030927835051546393	13	0.12811580083446053	0.7692307692307693	0.7692307692307693
0.2	0	11	0.43750000000000006	0	1000	,P90Rsk,PI3K,Rap1,Raf1,Ras,Sos,C3G,Akt,Erk,Mek,bRaf		13	0.5384615384615384	0.061855670103092786	15	0.22283444445796127	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	1	1000			13	0.8461538461538461	0.020618556701030927	13	0.07657572697858264	0.8461538461538461	0.8461538461538461
0.2	0	3	0.0625	1	1000	,Mek,bRaf,Raf1		13	0.7692307692307693	0.030927835051546393	13	0.11189193638922054	0.7692307692307693	0.7692307692307693
0.2	0	6	0.05625	1	1000	,Mek,bRaf,Raf1,Rap1,Erk,Sos		13	0.6923076923076923	0.041237113402061855	13	0.14778420638748924	0.6923076923076923	0.6923076923076923
0.2	0	11	0.43750000000000006	1	1000	,Mek,bRaf,Raf1,Rap1,Erk,Sos,Akt,C3G,Ras,P90Rsk,PI3K		13	0.5384615384615384	0.061855670103092786	14	0.2358248234981529	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	2	1000			13	0.8461538461538461	0.020618556701030927	13	0.0710733191022818	0.8461538461538461	0.8461538461538461
0.2	0	3	0.15625	2	1000	,Erk,Mek,bRaf		13	0.7692307692307693	0.030927835051546393	13	0.10798002104250297	0.7692307692307693	0.7692307692307693
0.2	0	6	0.21250000000000002	2	1000	,Erk,Mek,bRaf,P90Rsk,Rap1,PI3K		13	0.6923076923076923	0.041237113402061855	13	0.13206970249974495	0.6923076923076923	0.6923076923076923
0.2	0	11	0.43750000000000006	2	1000	,Erk,Mek,bRaf,P90Rsk,Rap1,PI3K,Raf1,Sos,Akt,Ras,C3G		13	0.5384615384615384	0.061855670103092786	14	0.22344963730175413	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	3	1000			13	0.8461538461538461	0.020618556701030927	13	0.0763219083454004	0.8461538461538461	0.8461538461538461
0.2	0	3	0.06875	3	1000	,Ras,Rap1,Raf1		13	0.8461538461538461	0.020618556701030927	13	0.06670724400282617	0.8461538461538461	0.8461538461538461
0.2	0	6	0.19140625	3	1000	,Ras,Rap1,Raf1,Erk,Akt,P90Rsk		13	0.6923076923076923	0.041237113402061855	13	0.15048422888254534	0.6923076923076923	0.6923076923076923
0.2	0	11	0.46562500000000007	3	1000	,Ras,Rap1,Raf1,Erk,Akt,P90Rsk,Mek,bRaf,PI3K,Sos,C3G		13	0.5384615384615384	0.061855670103092786	13	0.22276431531932966	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	4	1000			13	0.8461538461538461	0.020618556701030927	13	0.07204222883256318	0.8461538461538461	0.8461538461538461
0.2	0	3	0.21250000000000002	4	1000	,Erk,Mek,C3G		13	0.6923076923076923	0.041237113402061855	13	0.15600710867431022	0.6923076923076923	0.6923076923076923
0.2	0	6	0.21250000000000002	4	1000	,Erk,Mek,C3G,bRaf,PI3K,Ras		13	0.6923076923076923	0.041237113402061855	13	0.1466177539586737	0.6923076923076923	0.6923076923076923
