NOISE	PERT	MISS	ETA	REPEAT	CELLNUM	MISSNAMES	PERTNAMES	EDGENUM	TPR	FPR	EDGES	RMSE	PRECISION	RECALL
0.2	0	6	0.21250000000000002	12	1000	,C3G,Raf1,Akt,Erk,Sos,bRaf		13	0.6153846153846154	0.05154639175257732	13	0.19308196954168433	0.6153846153846154	0.6153846153846154
0.2	0	11	0.46562500000000007	12	1000	,C3G,Raf1,Akt,Erk,Sos,bRaf,Ras,Mek,PI3K,P90Rsk,Rap1		13	0.46153846153846156	0.07216494845360824	13	0.22097427189117352	0.46153846153846156	0.46153846153846156
0.2	0	0	0.08750000000000001	13	1000			13	0.8461538461538461	0.020618556701030927	13	0.07131181619602528	0.8461538461538461	0.8461538461538461
0.2	0	3	0.184375	13	1000	,Akt,Mek,Erk		13	0.6153846153846154	0.05154639175257732	13	0.18116531649375464	0.6153846153846154	0.6153846153846154
0.2	0	6	0.3179687500000001	13	1000	,Akt,Mek,Erk,Rap1,PI3K,C3G		13	0.6153846153846154	0.05154639175257732	13	0.1904724126115966	0.6153846153846154	0.6153846153846154
0.2	0	11	0.43750000000000006	13	1000	,Akt,Mek,Erk,Rap1,PI3K,C3G,bRaf,Sos,Raf1,Ras,P90Rsk		13	0.5384615384615384	0.061855670103092786	16	0.22627697453066298	0.5384615384615384	0.5384615384615384
0.2	0	0	0.07500000000000001	14	1000			13	0.8461538461538461	0.020618556701030927	13	0.07087622249356418	0.8461538461538461	0.8461538461538461
0.2	0	3	0.15625	14	1000	,Mek,Rap1,C3G		13	0.7692307692307693	0.030927835051546393	13	0.13183440226315085	0.7692307692307693	0.7692307692307693
0.2	0	6	0.32500000000000007	14	1000	,Mek,Rap1,C3G,Akt,Erk,P90Rsk		13	0.6153846153846154	0.05154639175257732	13	0.1979502664839657	0.6153846153846154	0.6153846153846154
0.2	0	11	0.43750000000000006	14	1000	,Mek,Rap1,C3G,Akt,Erk,P90Rsk,Raf1,bRaf,Ras,PI3K,Sos		13	0.5384615384615384	0.061855670103092786	15	0.22336340773123003	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	15	1000			13	0.8461538461538461	0.020618556701030927	13	0.07324366218820887	0.8461538461538461	0.8461538461538461
0.2	0	3	0.184375	15	1000	,Erk,Ras,Akt		13	0.6923076923076923	0.041237113402061855	13	0.15267779509592536	0.6923076923076923	0.6923076923076923
0.2	0	6	0.21250000000000002	15	1000	,Erk,Ras,Akt,P90Rsk,Mek,PI3K		13	0.5384615384615384	0.061855670103092786	14	0.20827773766894586	0.5384615384615384	0.5384615384615384
0.2	0	11	0.46562500000000007	15	1000	,Erk,Ras,Akt,P90Rsk,Mek,PI3K,C3G,Raf1,Rap1,Sos,bRaf		13	0.5384615384615384	0.061855670103092786	16	0.2187341916025226	0.5384615384615384	0.5384615384615384
0.2	0	0	0.07500000000000001	16	1000			13	0.8461538461538461	0.020618556701030927	13	0.08030408276900468	0.8461538461538461	0.8461538461538461
0.2	0	3	0.15625	16	1000	,Rap1,PI3K,Mek		13	0.7692307692307693	0.030927835051546393	13	0.10725624171155833	0.7692307692307693	0.7692307692307693
0.2	0	6	0.21250000000000002	16	1000	,Rap1,PI3K,Mek,P90Rsk,Ras,Akt		13	0.5384615384615384	0.061855670103092786	13	0.20718624387810708	0.5384615384615384	0.5384615384615384
0.2	0	11	0.43750000000000006	16	1000	,Rap1,PI3K,Mek,P90Rsk,Ras,Akt,Erk,Sos,C3G,bRaf,Raf1		13	0.5384615384615384	0.061855670103092786	16	0.22384010724123782	0.5384615384615384	0.5384615384615384
0.2	0	0	0.05	17	1000			13	0.8461538461538461	0.020618556701030927	13	0.07416761120312687	0.8461538461538461	0.8461538461538461
0.2	0	3	0.128125	17	1000	,Raf1,Mek,PI3K		13	0.7692307692307693	0.030927835051546393	13	0.12406910286453994	0.7692307692307693	0.7692307692307693
0.2	0	6	0.21250000000000002	17	1000	,Raf1,Mek,PI3K,P90Rsk,Sos,C3G		13	0.6153846153846154	0.05154639175257732	13	0.1857192040730816	0.6153846153846154	0.6153846153846154
0.2	0	11	0.43750000000000006	17	1000	,Raf1,Mek,PI3K,P90Rsk,Sos,C3G,bRaf,Ras,Erk,Rap1,Akt		13	0.5384615384615384	0.061855670103092786	17	0.22495666266771183	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	18	1000			13	0.8461538461538461	0.020618556701030927	13	0.07716152739003043	0.8461538461538461	0.8461538461538461
0.2	0	3	0.1404296875	18	1000	,Ras,Akt,Rap1		13	0.7692307692307693	0.030927835051546393	13	0.12422307035838921	0.7692307692307693	0.7692307692307693
0.2	0	6	0.21250000000000002	18	1000	,Ras,Akt,Rap1,Erk,Mek,P90Rsk		13	0.6153846153846154	0.05154639175257732	13	0.17512925586269568	0.6153846153846154	0.6153846153846154
0.2	0	11	0.47573242187500003	18	1000	,Ras,Akt,Rap1,Erk,Mek,P90Rsk,Sos,bRaf,Raf1,C3G,PI3K		13	0.5384615384615384	0.061855670103092786	14	0.22407778543098922	0.5384615384615384	0.5384615384615384
0.2	0	0	0.1	19	1000			13	0.8461538461538461	0.020618556701030927	13	0.07354311861689282	0.8461538461538461	0.8461538461538461
0.2	0	3	0.21250000000000002	19	1000	,Erk,P90Rsk,Akt		13	0.6923076923076923	0.041237113402061855	13	0.15128968649485686	0.6923076923076923	0.6923076923076923
0.2	0	6	0.26875000000000004	19	1000	,Erk,P90Rsk,Akt,Ras,C3G,Sos		13	0.6153846153846154	0.05154639175257732	13	0.19672972114019316	0.6153846153846154	0.6153846153846154
0.2	0	11	0.43750000000000006	19	1000	,Erk,P90Rsk,Akt,Ras,C3G,Sos,Mek,Rap1,Raf1,PI3K,bRaf		13	0.5384615384615384	0.061855670103092786	14	0.22769988812765293	0.5384615384615384	0.5384615384615384
