	sample_id	treatment	ab_count_tmm	ab_name
8621	plate_2_180	vehicle	0.0105704910575283	BMP2_4
8622	plate_3_180	AG1478	0.0118464254142701	BMP2_4
8623	plate_5_180	vehicle	0.0145680078932614	BMP2_4
8624	plate_6_180	AG1478	0.0129498157270065	BMP2_4
8625	plate_2_204	vehicle	0.0135413703821719	BMP2_4
8626	plate_3_204	vehicle	0.0136327802988731	BMP2_4
8627	plate_5_204	vehicle	0.012693270623828	BMP2_4
8628	plate_6_204	AG1478	0.0117948958717837	BMP2_4
8629	plate_2_210	AG1478	0.0115260816622991	BMP2_4
8630	plate_3_210	AG1478	0.0138699617446743	BMP2_4
8631	plate_4_210	vehicle	0.0122119941199461	BMP2_4
8632	plate_5_210	AG1478	0.0120986176267012	BMP2_4
8633	plate_6_210	vehicle	0.0135816010571169	BMP2_4
8635	plate_2_224	vehicle	0.0116480542203764	BMP2_4
8636	plate_6_224	vehicle	0.0122661845444522	BMP2_4
8637	plate_2_228	AG1478	0.0132493020792388	BMP2_4
8639	plate_5_228	vehicle	0.0173118546714221	BMP2_4
8640	plate_6_228	vehicle	0.0132724248395386	BMP2_4
8641	plate_2_201	AG1478	0.0120196311137408	BMP2_4
8643	plate_5_201	AG1478	0.0132465641454496	BMP2_4
8644	plate_6_201	AG1478	0.0111640427915951	BMP2_4
8645	plate_1_211	AG1478	0.013457292054146	BMP2_4
8647	plate_4_211	vehicle	0.0133700398759905	BMP2_4
8648	plate_2_220	AG1478	0.011493847664677	BMP2_4
8649	plate_5_220	vehicle	0.013555919661311	BMP2_4
8650	plate_6_220	AG1478	0.0120682258046834	BMP2_4
8651	plate_1_214	AG1478	0.0111526859170691	BMP2_4
8652	plate_2_214	vehicle	0.0126346128802396	BMP2_4
8655	plate_4_202	vehicle	0.0130529014720087	BMP2_4
8657	plate_3_218	AG1478	0.0146678996611727	BMP2_4
8658	plate_5_218	vehicle	0.0135281167139605	BMP2_4
8660	plate_1_244	vehicle	0.0116482994935305	BMP2_4
8661	plate_3_244	AG1478	0.0174284575083378	BMP2_4
8662	plate_4_244	vehicle	0.0127898635450545	BMP2_4
8664	plate_1_194	AG1478	0.0145700522286448	BMP2_4
8665	plate_2_194	AG1478	0.0120997877818723	BMP2_4
8666	plate_3_194	AG1478	0.0142957047240435	BMP2_4
8667	plate_4_194	AG1478	0.012123671632305	BMP2_4
8668	plate_5_194	AG1478	0.0143380595044712	BMP2_4
8669	plate_1_227	AG1478	0.012677892506917	BMP2_4
8670	plate_3_227	vehicle	0.0153767112168513	BMP2_4
8671	plate_6_227	vehicle	0.0119633189798833	BMP2_4
8672	plate_3_200	AG1478	0.0119577216320502	BMP2_4
8673	plate_4_200	vehicle	0.0137185284350767	BMP2_4
8674	plate_5_200	AG1478	0.0122093005774852	BMP2_4
8676	plate_5_163	AG1478	0.0133669940775377	BMP2_4
8677	plate_3_217	AG1478	0.0149512127110606	BMP2_4
8678	plate_5_217	AG1478	0.0104702551226164	BMP2_4
8679	plate_6_217	vehicle	0.013432434777622	BMP2_4
8680	plate_4_195	AG1478	0.0141379083572721	BMP2_4
8681	plate_6_195	vehicle	0.014491508169105	BMP2_4
8682	plate_1_160	AG1478	0.0137933493653475	BMP2_4
8683	plate_4_160	AG1478	0.0124005445177385	BMP2_4
8684	plate_5_160	vehicle	0.0129542861470403	BMP2_4
8685	plate_6_160	AG1478	0.0140664159662554	BMP2_4
8688	plate_2_226	AG1478	0.0105428714940072	BMP2_4
8689	plate_4_226	vehicle	0.0118913112380281	BMP2_4
8690	plate_5_226	AG1478	0.0119098891940021	BMP2_4
8695	plate_1_162	vehicle	0.0142755716258977	BMP2_4
8696	plate_4_162	vehicle	0.0155370588124443	BMP2_4
8698	plate_2_152	vehicle	0.0132243630683882	BMP2_4
8703	plate_2_164	AG1478	0.0161467064748621	BMP2_4
8704	plate_3_164	vehicle	0.0151529367799072	BMP2_4
8705	plate_1_158	AG1478	0.0121942670341684	BMP2_4
8706	plate_4_158	AG1478	0.011708692911528	BMP2_4
8707	plate_5_158	vehicle	0.0129233061443887	BMP2_4
8708	plate_2_225	vehicle	0.0105660653692703	BMP2_4
8709	plate_3_225	vehicle	0.0142761773074888	BMP2_4
8711	plate_1_215	vehicle	0.0120789519198773	BMP2_4
8712	plate_2_215	AG1478	0.0173390523498167	BMP2_4
8713	plate_4_215	AG1478	0.0159223382106138	BMP2_4
8714	plate_5_215	AG1478	0.0135098953626926	BMP2_4
8715	plate_6_215	vehicle	0.0110401869108417	BMP2_4
8716	plate_1_196	vehicle	0.0164302198519592	BMP2_4
8717	plate_6_196	vehicle	0.0142926953205305	BMP2_4
8718	plate_3_207	AG1478	0.0143362769737703	BMP2_4
8719	plate_4_207	vehicle	0.0135671873054082	BMP2_4
8720	plate_6_207	AG1478	0.0145807413587997	BMP2_4
8722	plate_1_199	vehicle	0.0143394003806041	BMP2_4
8723	plate_3_199	vehicle	0.013125200934965	BMP2_4
8725	plate_1_197	AG1478	0.0151086310777509	BMP2_4
8728	plate_3_229	AG1478	0.012052247420914	BMP2_4
8729	plate_4_229	AG1478	0.0136951452113943	BMP2_4
8730	plate_6_229	vehicle	0.0134835892209824	BMP2_4
8731	plate_1_233	vehicle	0.0125528269116677	BMP2_4
8732	plate_3_233	AG1478	0.0106566167985263	BMP2_4
8733	plate_4_233	AG1478	0.0130434129467366	BMP2_4
8734	plate_5_233	AG1478	0.0141003858975952	BMP2_4
8736	plate_1_234	vehicle	0.0139261319987616	BMP2_4
8738	plate_3_234	AG1478	0.0128864376110086	BMP2_4
8739	plate_2_193	vehicle	0.0132656262607969	BMP2_4
8740	plate_4_193	AG1478	0.0108840741646192	BMP2_4
8742	plate_1_171	vehicle	0.0177848163271637	cMyc
8743	plate_5_171	vehicle	0.0144069266522744	cMyc
8744	plate_6_171	vehicle	0.0100617079880597	cMyc
8745	plate_1_169	vehicle	0.0151442825556965	cMyc
8748	plate_6_169	vehicle	0.0124663335012289	cMyc
8749	plate_4_172	AG1478	0.0128219901037735	cMyc
8750	plate_5_172	AG1478	0.0113336733282518	cMyc
8752	plate_3_186	AG1478	0.0133885212267203	cMyc
8753	plate_5_186	AG1478	0.010434086472637	cMyc
8754	plate_1_156	AG1478	0.0133985371762628	cMyc
8755	plate_3_156	AG1478	0.0118111358471452	cMyc
8757	plate_5_156	AG1478	0.0119927250631137	cMyc
8759	plate_2_154	AG1478	0.0124231071711569	cMyc
8760	plate_4_154	AG1478	0.0147552519961893	cMyc
8761	plate_5_154	vehicle	0.0125557873814032	cMyc
8762	plate_1_155	AG1478	0.0129845282288978	cMyc
8763	plate_2_155	vehicle	0.0144896648139034	cMyc
8764	plate_6_155	AG1478	0.0119189393652793	cMyc
8766	plate_3_174	AG1478	0.0133386500058046	cMyc
8768	plate_1_183	AG1478	0.0145610345427727	cMyc
8769	plate_2_183	AG1478	0.011467917657879	cMyc
8770	plate_5_183	AG1478	0.0119603878102457	cMyc
8771	plate_6_183	AG1478	0.0108183059354926	cMyc
8772	plate_2_151	AG1478	0.0139190135989288	cMyc
8774	plate_6_151	AG1478	0.0103219670799739	cMyc
8775	plate_1_190	vehicle	0.0140948867413441	cMyc
8777	plate_4_190	AG1478	0.012747105750985	cMyc
8778	plate_1_173	AG1478	0.0130298275165764	cMyc
8779	plate_2_173	vehicle	0.016646777083674	cMyc
8780	plate_3_173	vehicle	0.0165756702234623	cMyc
8781	plate_5_173	vehicle	0.0147957549918251	cMyc
8783	plate_1_187	AG1478	0.0118646203677602	cMyc
8784	plate_2_187	vehicle	0.0141628968626994	cMyc
8785	plate_3_187	vehicle	0.0142145585767135	cMyc
8786	plate_4_187	vehicle	0.0122746657018661	cMyc
8787	plate_5_187	AG1478	0.0122537455879604	cMyc
8788	plate_6_187	vehicle	0.0128841726465548	cMyc
8789	plate_1_178	AG1478	0.0139808449672609	cMyc
8790	plate_2_178	AG1478	0.0129991405701499	cMyc
8791	plate_1_168	AG1478	0.0108626364744257	cMyc
8792	plate_4_168	vehicle	0.0157350968969629	cMyc
8795	plate_3_185	vehicle	0.0161991345252835	cMyc
8796	plate_4_185	AG1478	0.0137462438294986	cMyc
8797	plate_5_185	AG1478	0.0132005291872842	cMyc
8798	plate_5_157	vehicle	0.0133354090539994	cMyc
8799	plate_4_181	vehicle	0.0157753108822811	cMyc
8801	plate_1_177	AG1478	0.013922989027689	cMyc
8803	plate_2_166	AG1478	0.0115349055349994	cMyc
8804	plate_3_166	vehicle	0.0160327944152107	cMyc
8805	plate_2_167	AG1478	0.0140391781584365	cMyc
8806	plate_3_167	AG1478	0.0135720854642754	cMyc
8807	plate_4_167	AG1478	0.0107161069312935	cMyc
8808	plate_6_167	AG1478	0.0126469711244038	cMyc
8810	plate_2_192	vehicle	0.0144339666018705	cMyc
8812	plate_4_192	AG1478	0.0124554666636021	cMyc
8813	plate_1_188	AG1478	0.0127884581302352	cMyc
8814	plate_2_188	AG1478	0.0107223602482294	cMyc
8816	plate_5_188	AG1478	0.013854858587596	cMyc
8817	plate_1_191	vehicle	0.0122793909342634	cMyc
8818	plate_3_191	vehicle	0.0118532520398113	cMyc
8820	plate_6_191	vehicle	0.0132065904589578	cMyc
8822	plate_3_184	vehicle	0.0148933855983703	cMyc
8823	plate_2_170	vehicle	0.0137914456490617	cMyc
8824	plate_3_170	AG1478	0.0138043235560875	cMyc
8825	plate_1_179	vehicle	0.0104135291601593	cMyc
8826	plate_2_179	AG1478	0.0124053371095364	cMyc
8827	plate_4_179	AG1478	0.0145201744511411	cMyc
8829	plate_6_179	AG1478	0.0099346650817136	cMyc
8830	plate_5_153	vehicle	0.0153003729527134	cMyc
8832	plate_1_175	AG1478	0.0121081522294505	cMyc
8833	plate_2_175	AG1478	0.0122734166725028	cMyc
8834	plate_3_175	AG1478	0.0114139526260523	cMyc
8836	plate_3_237	vehicle	0.0089094414095499	cMyc
8838	plate_6_237	AG1478	0.0128084744333457	cMyc
8839	plate_3_182	vehicle	0.0161089431426574	cMyc
8841	plate_1_222	AG1478	0.0121727886979261	cMyc
8843	plate_4_222	AG1478	0.0108044699741	cMyc
8844	plate_5_222	vehicle	0.0114879144307528	cMyc
8846	plate_1_213	vehicle	0.014725467375369	cMyc
8847	plate_3_213	vehicle	0.012272230959449	cMyc
8848	plate_5_213	AG1478	0.0118171796472353	cMyc
8850	plate_2_235	vehicle	0.0128263223667394	cMyc
8857	plate_2_231	AG1478	0.0140957896502306	cMyc
8858	plate_3_231	vehicle	0.0131196299490909	cMyc
8859	plate_5_231	vehicle	0.0176085679777336	cMyc
8860	plate_6_231	vehicle	0.0130464215040624	cMyc
8861	plate_1_205	vehicle	0.0177403492083142	cMyc
8862	plate_2_205	AG1478	0.0122654997219293	cMyc
8863	plate_6_205	vehicle	0.0189343558244519	cMyc
8864	plate_1_241	AG1478	0.0103696585280274	cMyc
8865	plate_4_241	AG1478	0.0142323466791845	cMyc
8866	plate_6_241	AG1478	0.0125623835138502	cMyc
8867	plate_3_206	vehicle	0.0125206488446691	cMyc
8868	plate_5_206	AG1478	0.0123068836225452	cMyc
8871	plate_5_165	vehicle	0.0110695714963379	cMyc
8872	plate_1_230	vehicle	0.0138989039095094	cMyc
8873	plate_2_230	AG1478	0.0140433562117084	cMyc
8874	plate_4_230	AG1478	0.0119724257105049	cMyc
8875	plate_1_203	vehicle	0.0156121128431834	cMyc
8876	plate_2_203	vehicle	0.0144201380272707	cMyc
8878	plate_3_209	vehicle	0.0150170882561249	cMyc
8879	plate_4_209	AG1478	0.0113128407972889	cMyc
8880	plate_5_209	vehicle	0.0120462182443684	cMyc
8882	plate_4_223	AG1478	0.0131828432929903	cMyc
8883	plate_2_236	AG1478	0.0096547977600622	cMyc
8885	plate_5_236	AG1478	0.009525631373275	cMyc
8886	plate_1_159	AG1478	0.0119540847909593	cMyc
8887	plate_2_159	vehicle	0.0147680380521007	cMyc
8888	plate_5_159	AG1478	0.0131619809948291	cMyc
8890	plate_4_219	vehicle	0.0120236727838421	cMyc
8891	plate_5_219	vehicle	0.0140035269822377	cMyc
8893	plate_1_212	vehicle	0.0142093850830318	cMyc
8894	plate_2_212	vehicle	0.0117482769729303	cMyc
8896	plate_2_238	AG1478	0.0112808986334661	cMyc
8897	plate_4_238	AG1478	0.0107614888497324	cMyc
8898	plate_5_238	vehicle	0.014470403252618	cMyc
8899	plate_6_238	AG1478	0.0106303124451185	cMyc
8900	plate_2_232	AG1478	0.0103955677396672	cMyc
8901	plate_3_232	AG1478	0.0123652319058516	cMyc
8902	plate_5_232	AG1478	0.011104786243219	cMyc
8903	plate_2_180	vehicle	0.0156608545052378	cMyc
8904	plate_3_180	AG1478	0.0107588039563622	cMyc
8905	plate_5_180	vehicle	0.0141675643435199	cMyc
8906	plate_6_180	AG1478	0.0118014931827195	cMyc
8907	plate_2_204	vehicle	0.0175948999200461	cMyc
8908	plate_3_204	vehicle	0.0143889557553949	cMyc
8909	plate_5_204	vehicle	0.0113050184539041	cMyc
8910	plate_6_204	AG1478	0.0125933806642027	cMyc
8911	plate_2_210	AG1478	0.0124790062823145	cMyc
8912	plate_3_210	AG1478	0.0099946852273513	cMyc
8913	plate_4_210	vehicle	0.0120684909063669	cMyc
8914	plate_5_210	AG1478	0.0118240575521757	cMyc
8915	plate_6_210	vehicle	0.0131392634454176	cMyc
8917	plate_2_224	vehicle	0.0156358861786793	cMyc
8918	plate_6_224	vehicle	0.0130708420576455	cMyc
8919	plate_2_228	AG1478	0.0145930774618807	cMyc
8921	plate_5_228	vehicle	0.0163606221338416	cMyc
8922	plate_6_228	vehicle	0.0148798775673202	cMyc
8923	plate_2_201	AG1478	0.0118427145002123	cMyc
8925	plate_5_201	AG1478	0.0120522979897193	cMyc
8926	plate_6_201	AG1478	0.0152823077895421	cMyc
8927	plate_1_211	AG1478	0.0118462972834047	cMyc
8929	plate_4_211	vehicle	0.0123228196276302	cMyc
8930	plate_2_220	AG1478	0.0126035177800677	cMyc
8931	plate_5_220	vehicle	0.0124966850028168	cMyc
8932	plate_6_220	AG1478	0.0122836318791949	cMyc
8933	plate_1_214	AG1478	0.0122150895065851	cMyc
8934	plate_2_214	vehicle	0.0141872052363498	cMyc
8937	plate_4_202	vehicle	0.0124270046701834	cMyc
8939	plate_3_218	AG1478	0.0111435695578361	cMyc
8940	plate_5_218	vehicle	0.0128432506461295	cMyc
8942	plate_1_244	vehicle	0.0123718154738254	cMyc
8943	plate_3_244	AG1478	0.0112048360147277	cMyc
8944	plate_4_244	vehicle	0.0126694760003899	cMyc
8946	plate_1_194	AG1478	0.0143122880438152	cMyc
8947	plate_2_194	AG1478	0.0141033253821067	cMyc
8948	plate_3_194	AG1478	0.0122351841030631	cMyc
8949	plate_4_194	AG1478	0.011951077892613	cMyc
8950	plate_5_194	AG1478	0.0110021499617293	cMyc
8951	plate_1_227	AG1478	0.0110758699870589	cMyc
8952	plate_3_227	vehicle	0.01126996932273	cMyc
8953	plate_6_227	vehicle	0.0142319486700806	cMyc
8954	plate_3_200	AG1478	0.0097806865527318	cMyc
8955	plate_4_200	vehicle	0.0162756210127045	cMyc
8956	plate_5_200	AG1478	0.0113198058532541	cMyc
8958	plate_5_163	AG1478	0.0118293434980709	cMyc
8959	plate_3_217	AG1478	0.0103268664574164	cMyc
8960	plate_5_217	AG1478	0.0111089626510669	cMyc
8961	plate_6_217	vehicle	0.013332380706674	cMyc
8962	plate_4_195	AG1478	0.0133913961135707	cMyc
8963	plate_6_195	vehicle	0.0112940754524444	cMyc
8964	plate_1_160	AG1478	0.0115196493164596	cMyc
8965	plate_4_160	AG1478	0.0128682835624069	cMyc
8966	plate_5_160	vehicle	0.0162305924643878	cMyc
8967	plate_6_160	AG1478	0.0130962397631155	cMyc
8970	plate_2_226	AG1478	0.0117230790703136	cMyc
8971	plate_4_226	vehicle	0.0139527414671854	cMyc
8972	plate_5_226	AG1478	0.0100080108347508	cMyc
8977	plate_1_162	vehicle	0.0115565252094239	cMyc
8978	plate_4_162	vehicle	0.0129461847883809	cMyc
8980	plate_2_152	vehicle	0.0150482933622556	cMyc
8985	plate_2_164	AG1478	0.0133026218565388	cMyc
8986	plate_3_164	vehicle	0.0158601511765111	cMyc
8987	plate_1_158	AG1478	0.010510499110253	cMyc
8988	plate_4_158	AG1478	0.0120276561741302	cMyc
8989	plate_5_158	vehicle	0.0139958674981424	cMyc
8990	plate_2_225	vehicle	0.0141372490271592	cMyc
8991	plate_3_225	vehicle	0.0141791303945297	cMyc
8993	plate_1_215	vehicle	0.0144012347018848	cMyc
8994	plate_2_215	AG1478	0.0105322659598428	cMyc
8995	plate_4_215	AG1478	0.0133436239478809	cMyc
8996	plate_5_215	AG1478	0.0115268650727908	cMyc
8997	plate_6_215	vehicle	0.0142826071964164	cMyc
8998	plate_1_196	vehicle	0.0132110341235334	cMyc
8999	plate_6_196	vehicle	0.011303418745998	cMyc
9000	plate_3_207	AG1478	0.0136467447369571	cMyc
9001	plate_4_207	vehicle	0.0120757615478691	cMyc
9002	plate_6_207	AG1478	0.0144109679078473	cMyc
9004	plate_1_199	vehicle	0.0134662999256251	cMyc
9005	plate_3_199	vehicle	0.0128294705379491	cMyc
9007	plate_1_197	AG1478	0.0154511235898923	cMyc
9010	plate_3_229	AG1478	0.0096646677449331	cMyc
9011	plate_4_229	AG1478	0.0118024831629034	cMyc
9012	plate_6_229	vehicle	0.0117927247601682	cMyc
9013	plate_1_233	vehicle	0.0142556250758593	cMyc
9014	plate_3_233	AG1478	0.0121014174234169	cMyc
9015	plate_4_233	AG1478	0.0149866201916766	cMyc
9016	plate_5_233	AG1478	0.0164424824597094	cMyc
9018	plate_1_234	vehicle	0.010586840774296	cMyc
9020	plate_3_234	AG1478	0.0106820038206623	cMyc
9021	plate_2_193	vehicle	0.0126058350017201	cMyc
9022	plate_4_193	AG1478	0.012094738104137	cMyc
9024	plate_1_171	vehicle	0.0012234393785462	smad1-5-9-p
9025	plate_5_171	vehicle	0.0012754721170616	smad1-5-9-p
9026	plate_6_171	vehicle	0.0013610973828642	smad1-5-9-p
9027	plate_1_169	vehicle	0.0012408896725699	smad1-5-9-p
9030	plate_6_169	vehicle	0.0016179343140798	smad1-5-9-p
9031	plate_4_172	AG1478	0.0016802193365399	smad1-5-9-p
9032	plate_5_172	AG1478	0.0018381220340092	smad1-5-9-p
9034	plate_3_186	AG1478	0.000990251958629548	smad1-5-9-p
9035	plate_5_186	AG1478	0.0014947750070972	smad1-5-9-p
9036	plate_1_156	AG1478	0.002136608763869	smad1-5-9-p
9037	plate_3_156	AG1478	0.0011984103869547	smad1-5-9-p
9039	plate_5_156	AG1478	0.0009715473735352868	smad1-5-9-p
9041	plate_2_154	AG1478	0.0015198385851998	smad1-5-9-p
9042	plate_4_154	AG1478	0.0015117393284852	smad1-5-9-p
9043	plate_5_154	vehicle	0.0017305928389491	smad1-5-9-p
9044	plate_1_155	AG1478	0.0020213611433538	smad1-5-9-p
9045	plate_2_155	vehicle	0.0016984056946893	smad1-5-9-p
9046	plate_6_155	AG1478	0.0015525791151872	smad1-5-9-p
9048	plate_3_174	AG1478	0.0015696267631799	smad1-5-9-p
9050	plate_1_183	AG1478	0.0016787314706747	smad1-5-9-p
9051	plate_2_183	AG1478	0.0015305132391867	smad1-5-9-p
9052	plate_5_183	AG1478	0.0015476344298128	smad1-5-9-p
9053	plate_6_183	AG1478	0.001424280263372	smad1-5-9-p
9054	plate_2_151	AG1478	0.0015168480102791	smad1-5-9-p
9056	plate_6_151	AG1478	0.0014359897381177	smad1-5-9-p
9057	plate_1_190	vehicle	0.0017540663421467	smad1-5-9-p
9059	plate_4_190	AG1478	0.0019032845687713	smad1-5-9-p
9060	plate_1_173	AG1478	0.0015795425943476	smad1-5-9-p
9061	plate_2_173	vehicle	0.0014174708990709	smad1-5-9-p
9062	plate_3_173	vehicle	0.0017919325845152	smad1-5-9-p
9063	plate_5_173	vehicle	0.0018958894348876	smad1-5-9-p
9065	plate_1_187	AG1478	0.0008608963726874706	smad1-5-9-p
9066	plate_2_187	vehicle	0.0015120976090131	smad1-5-9-p
9067	plate_3_187	vehicle	0.0012998695132749	smad1-5-9-p
9068	plate_4_187	vehicle	0.0015175223318298	smad1-5-9-p
9069	plate_5_187	AG1478	0.0013559705395611	smad1-5-9-p
9070	plate_6_187	vehicle	0.0018796256898643	smad1-5-9-p
9071	plate_1_178	AG1478	0.0009970272742175037	smad1-5-9-p
9072	plate_2_178	AG1478	0.0015087001840253	smad1-5-9-p
9073	plate_1_168	AG1478	0.0012800570539191	smad1-5-9-p
9074	plate_4_168	vehicle	0.0014857187872857	smad1-5-9-p
9077	plate_3_185	vehicle	0.0015969387042924	smad1-5-9-p
9078	plate_4_185	AG1478	0.0016994024902047	smad1-5-9-p
9079	plate_5_185	AG1478	0.0014847167010678	smad1-5-9-p
9080	plate_5_157	vehicle	0.0014540354107679	smad1-5-9-p
9081	plate_4_181	vehicle	0.0019492910418217	smad1-5-9-p
9083	plate_1_177	AG1478	0.0012646150989397	smad1-5-9-p
9085	plate_2_166	AG1478	0.0015907012601175	smad1-5-9-p
9086	plate_3_166	vehicle	0.0017567909082114	smad1-5-9-p
9087	plate_2_167	AG1478	0.0014495058045885	smad1-5-9-p
9088	plate_3_167	AG1478	0.0016355331419485	smad1-5-9-p
9089	plate_4_167	AG1478	0.0014023695584422	smad1-5-9-p
9090	plate_6_167	AG1478	0.0016514252643549	smad1-5-9-p
9092	plate_2_192	vehicle	0.0014208804092122	smad1-5-9-p
9094	plate_4_192	AG1478	0.0016591123044597	smad1-5-9-p
9095	plate_1_188	AG1478	0.0013650189207483	smad1-5-9-p
9096	plate_2_188	AG1478	0.0012705098487116	smad1-5-9-p
9098	plate_5_188	AG1478	0.001441704720618	smad1-5-9-p
9099	plate_1_191	vehicle	0.001714417047142	smad1-5-9-p
9100	plate_3_191	vehicle	0.0018078597046311	smad1-5-9-p
9102	plate_6_191	vehicle	0.0013334031577838	smad1-5-9-p
9104	plate_3_184	vehicle	0.0014723381796847	smad1-5-9-p
9105	plate_2_170	vehicle	0.0010579424225586	smad1-5-9-p
9106	plate_3_170	AG1478	0.001196707120017	smad1-5-9-p
9107	plate_1_179	vehicle	0.0016075561858785	smad1-5-9-p
9108	plate_2_179	AG1478	0.0014242952847028	smad1-5-9-p
9109	plate_4_179	AG1478	0.0014263170919675	smad1-5-9-p
9111	plate_6_179	AG1478	0.0012599274809252	smad1-5-9-p
9112	plate_5_153	vehicle	0.0019779151915157	smad1-5-9-p
9114	plate_1_175	AG1478	0.00150633769192	smad1-5-9-p
9115	plate_2_175	AG1478	0.0014753425250441	smad1-5-9-p
9116	plate_3_175	AG1478	0.0017091707022624	smad1-5-9-p
9118	plate_3_237	vehicle	0.0013302945088763	smad1-5-9-p
9120	plate_6_237	AG1478	0.001297212743315	smad1-5-9-p
9121	plate_3_182	vehicle	0.0018249802098855	smad1-5-9-p
9123	plate_1_222	AG1478	0.0017611356828924	smad1-5-9-p
9125	plate_4_222	AG1478	0.0015927259234188	smad1-5-9-p
9126	plate_5_222	vehicle	0.0019317052030573	smad1-5-9-p
9128	plate_1_213	vehicle	0.0012589749021137	smad1-5-9-p
9129	plate_3_213	vehicle	0.0018490558230856	smad1-5-9-p
9130	plate_5_213	AG1478	0.0019405911723672	smad1-5-9-p
9132	plate_2_235	vehicle	0.0019456362564094	smad1-5-9-p
9139	plate_2_231	AG1478	0.0010067117010353	smad1-5-9-p
9140	plate_3_231	vehicle	0.0014470458978796	smad1-5-9-p
9141	plate_5_231	vehicle	0.0010630233194947	smad1-5-9-p
9142	plate_6_231	vehicle	0.0018264073692619	smad1-5-9-p
9143	plate_1_205	vehicle	0.0013818179927024	smad1-5-9-p
9144	plate_2_205	AG1478	0.0015001376540463	smad1-5-9-p
9145	plate_6_205	vehicle	0.0021536266288406	smad1-5-9-p
9146	plate_1_241	AG1478	0.0011422894198433	smad1-5-9-p
9147	plate_4_241	AG1478	0.0013548442920344	smad1-5-9-p
9148	plate_6_241	AG1478	0.0011479881914076	smad1-5-9-p
9149	plate_3_206	vehicle	0.001311192114822	smad1-5-9-p
9150	plate_5_206	AG1478	0.0017196048096491	smad1-5-9-p
9153	plate_5_165	vehicle	0.001680685232247	smad1-5-9-p
9154	plate_1_230	vehicle	0.0017880098741708	smad1-5-9-p
9155	plate_2_230	AG1478	0.001213357606557	smad1-5-9-p
9156	plate_4_230	AG1478	0.0015980381240086	smad1-5-9-p
9157	plate_1_203	vehicle	0.0014306753711948	smad1-5-9-p
9158	plate_2_203	vehicle	0.0019808606162317	smad1-5-9-p
9160	plate_3_209	vehicle	0.0016480177637539	smad1-5-9-p
9161	plate_4_209	AG1478	0.0015164978869722	smad1-5-9-p
9162	plate_5_209	vehicle	0.0015712863495754	smad1-5-9-p
9164	plate_4_223	AG1478	0.0013508805025078	smad1-5-9-p
9165	plate_2_236	AG1478	0.0009994616976024546	smad1-5-9-p
9167	plate_5_236	AG1478	0.0013275671629912	smad1-5-9-p
9168	plate_1_159	AG1478	0.0020139259268561	smad1-5-9-p
9169	plate_2_159	vehicle	0.0013570386058779	smad1-5-9-p
9170	plate_5_159	AG1478	0.0011278468736187	smad1-5-9-p
9172	plate_4_219	vehicle	0.0018929438845064	smad1-5-9-p
9173	plate_5_219	vehicle	0.0016061712137162	smad1-5-9-p
9175	plate_1_212	vehicle	0.0017363167537771	smad1-5-9-p
9176	plate_2_212	vehicle	0.0019149740861812	smad1-5-9-p
9178	plate_2_238	AG1478	0.0012784878369279	smad1-5-9-p
9179	plate_4_238	AG1478	0.0018556529976272	smad1-5-9-p
9180	plate_5_238	vehicle	0.0015060753669395	smad1-5-9-p
9181	plate_6_238	AG1478	0.0021541635616461	smad1-5-9-p
9182	plate_2_232	AG1478	0.0008959871516477886	smad1-5-9-p
9183	plate_3_232	AG1478	0.0011792357279147	smad1-5-9-p
9184	plate_5_232	AG1478	0.0011588643211279	smad1-5-9-p
9185	plate_2_180	vehicle	0.0016027235697335	smad1-5-9-p
9186	plate_3_180	AG1478	0.0017922301621897	smad1-5-9-p
9187	plate_5_180	vehicle	0.0014205541008279	smad1-5-9-p
9188	plate_6_180	AG1478	0.0011765230566241	smad1-5-9-p
9189	plate_2_204	vehicle	0.0019281599773446	smad1-5-9-p
9190	plate_3_204	vehicle	0.0016098496433455	smad1-5-9-p
9191	plate_5_204	vehicle	0.0016852456487471	smad1-5-9-p
9192	plate_6_204	AG1478	0.0012323276666134	smad1-5-9-p
9193	plate_2_210	AG1478	0.0014547851074845	smad1-5-9-p
9194	plate_3_210	AG1478	0.0007969603410037555	smad1-5-9-p
9195	plate_4_210	vehicle	0.001590397817534	smad1-5-9-p
9196	plate_5_210	AG1478	0.0017521373486814	smad1-5-9-p
9197	plate_6_210	vehicle	0.0015326752026361	smad1-5-9-p
9199	plate_2_224	vehicle	0.0020124084946454	smad1-5-9-p
9200	plate_6_224	vehicle	0.0019304754297942	smad1-5-9-p
9201	plate_2_228	AG1478	0.0016584046096973	smad1-5-9-p
9203	plate_5_228	vehicle	0.0022540017831469	smad1-5-9-p
9204	plate_6_228	vehicle	0.0016410429517452	smad1-5-9-p
9205	plate_2_201	AG1478	0.0015689252609218	smad1-5-9-p
9207	plate_5_201	AG1478	0.0014472744970911	smad1-5-9-p
9208	plate_6_201	AG1478	0.0013939068097354	smad1-5-9-p
9209	plate_1_211	AG1478	0.0015370440169394	smad1-5-9-p
9211	plate_4_211	vehicle	0.0014595507010739	smad1-5-9-p
9212	plate_2_220	AG1478	0.0012199739766591	smad1-5-9-p
9213	plate_5_220	vehicle	0.0016920287206612	smad1-5-9-p
9214	plate_6_220	AG1478	0.0015742647242381	smad1-5-9-p
9215	plate_1_214	AG1478	0.0013569639749536	smad1-5-9-p
