	sample_id	treatment	ab_count_tmm	ab_name
4334	plate_1_213	vehicle	0.0035248395850941	EGFR-p_AF1095
4335	plate_3_213	vehicle	0.0033106195632036	EGFR-p_AF1095
4336	plate_5_213	AG1478	0.0028793431168123	EGFR-p_AF1095
4338	plate_2_235	vehicle	0.0039782444179669	EGFR-p_AF1095
4345	plate_2_231	AG1478	0.0024930543641772	EGFR-p_AF1095
4346	plate_3_231	vehicle	0.0032166252924878	EGFR-p_AF1095
4347	plate_5_231	vehicle	0.0037761121251807	EGFR-p_AF1095
4348	plate_6_231	vehicle	0.0027137308539433	EGFR-p_AF1095
4349	plate_1_205	vehicle	0.002711391132744	EGFR-p_AF1095
4350	plate_2_205	AG1478	0.003162403246786	EGFR-p_AF1095
4351	plate_6_205	vehicle	0.0021968658032737	EGFR-p_AF1095
4352	plate_1_241	AG1478	0.0033113311903389	EGFR-p_AF1095
4353	plate_4_241	AG1478	0.00334350859429	EGFR-p_AF1095
4354	plate_6_241	AG1478	0.0038658682635915	EGFR-p_AF1095
4355	plate_3_206	vehicle	0.0029606566650746	EGFR-p_AF1095
4356	plate_5_206	AG1478	0.0038856722682869	EGFR-p_AF1095
4359	plate_5_165	vehicle	0.0027853033984503	EGFR-p_AF1095
4360	plate_1_230	vehicle	0.0030936872286733	EGFR-p_AF1095
4361	plate_2_230	AG1478	0.0033333949296939	EGFR-p_AF1095
4362	plate_4_230	AG1478	0.0033080691894215	EGFR-p_AF1095
4363	plate_1_203	vehicle	0.0033422635962146	EGFR-p_AF1095
4364	plate_2_203	vehicle	0.0029104222005929	EGFR-p_AF1095
4366	plate_3_209	vehicle	0.0024215069865378	EGFR-p_AF1095
4367	plate_4_209	AG1478	0.0031244647841285	EGFR-p_AF1095
4368	plate_5_209	vehicle	0.0035937830973111	EGFR-p_AF1095
4370	plate_4_223	AG1478	0.0033481745526546	EGFR-p_AF1095
4371	plate_2_236	AG1478	0.0033934318844318	EGFR-p_AF1095
4373	plate_5_236	AG1478	0.002327031610756	EGFR-p_AF1095
4374	plate_1_159	AG1478	0.0030731550313804	EGFR-p_AF1095
4375	plate_2_159	vehicle	0.0036974270046161	EGFR-p_AF1095
4376	plate_5_159	AG1478	0.0026764262608717	EGFR-p_AF1095
4378	plate_4_219	vehicle	0.0039263571383443	EGFR-p_AF1095
4379	plate_5_219	vehicle	0.0035132447700706	EGFR-p_AF1095
4381	plate_1_212	vehicle	0.0028875723769821	EGFR-p_AF1095
4382	plate_2_212	vehicle	0.0031220910077826	EGFR-p_AF1095
4384	plate_2_238	AG1478	0.0037479840068812	EGFR-p_AF1095
4385	plate_4_238	AG1478	0.0027387615504862	EGFR-p_AF1095
4386	plate_5_238	vehicle	0.0023515418234931	EGFR-p_AF1095
4387	plate_6_238	AG1478	0.0024623162832282	EGFR-p_AF1095
4388	plate_2_232	AG1478	0.0028445067598016	EGFR-p_AF1095
4389	plate_3_232	AG1478	0.0044007570604981	EGFR-p_AF1095
4390	plate_5_232	AG1478	0.0032568522319879	EGFR-p_AF1095
4391	plate_2_180	vehicle	0.003181680659333	EGFR-p_AF1095
4392	plate_3_180	AG1478	0.0030741093859989	EGFR-p_AF1095
4393	plate_5_180	vehicle	0.0033054766105389	EGFR-p_AF1095
4394	plate_6_180	AG1478	0.0034989620551396	EGFR-p_AF1095
4395	plate_2_204	vehicle	0.0039951346247824	EGFR-p_AF1095
4396	plate_3_204	vehicle	0.0035606857463798	EGFR-p_AF1095
4397	plate_5_204	vehicle	0.0030285354320991	EGFR-p_AF1095
4398	plate_6_204	AG1478	0.0034737733295602	EGFR-p_AF1095
4399	plate_2_210	AG1478	0.0036067706372838	EGFR-p_AF1095
4400	plate_3_210	AG1478	0.0029274518562763	EGFR-p_AF1095
4401	plate_4_210	vehicle	0.0032995089825646	EGFR-p_AF1095
4402	plate_5_210	AG1478	0.0032702091510252	EGFR-p_AF1095
4403	plate_6_210	vehicle	0.0030578395656531	EGFR-p_AF1095
4405	plate_2_224	vehicle	0.0032440508825416	EGFR-p_AF1095
4406	plate_6_224	vehicle	0.0030308944132076	EGFR-p_AF1095
4407	plate_2_228	AG1478	0.0035422300934223	EGFR-p_AF1095
4409	plate_5_228	vehicle	0.0032366231130022	EGFR-p_AF1095
4410	plate_6_228	vehicle	0.0032036681523417	EGFR-p_AF1095
4411	plate_2_201	AG1478	0.0029254113264622	EGFR-p_AF1095
4413	plate_5_201	AG1478	0.0038915432995193	EGFR-p_AF1095
4414	plate_6_201	AG1478	0.0034722850388874	EGFR-p_AF1095
4415	plate_1_211	AG1478	0.0031724433857377	EGFR-p_AF1095
4417	plate_4_211	vehicle	0.0033638917628929	EGFR-p_AF1095
4418	plate_2_220	AG1478	0.0026158621852675	EGFR-p_AF1095
4419	plate_5_220	vehicle	0.0029772794159154	EGFR-p_AF1095
4420	plate_6_220	AG1478	0.0027794046078384	EGFR-p_AF1095
4421	plate_1_214	AG1478	0.0032946387663015	EGFR-p_AF1095
4422	plate_2_214	vehicle	0.003094905087383	EGFR-p_AF1095
4425	plate_4_202	vehicle	0.0032614334372892	EGFR-p_AF1095
4427	plate_3_218	AG1478	0.003660590544725	EGFR-p_AF1095
4428	plate_5_218	vehicle	0.0036127106042632	EGFR-p_AF1095
4430	plate_1_244	vehicle	0.0028230234838668	EGFR-p_AF1095
4431	plate_3_244	AG1478	0.0038002254684901	EGFR-p_AF1095
4432	plate_4_244	vehicle	0.0027820505397986	EGFR-p_AF1095
4434	plate_1_194	AG1478	0.003502247961926	EGFR-p_AF1095
4435	plate_2_194	AG1478	0.0028742548097912	EGFR-p_AF1095
4436	plate_3_194	AG1478	0.0028182269677519	EGFR-p_AF1095
4437	plate_4_194	AG1478	0.0032796849187672	EGFR-p_AF1095
4438	plate_5_194	AG1478	0.0026340761020213	EGFR-p_AF1095
4439	plate_1_227	AG1478	0.0034461175618308	EGFR-p_AF1095
4440	plate_3_227	vehicle	0.0035279244686343	EGFR-p_AF1095
4441	plate_6_227	vehicle	0.0034940949465676	EGFR-p_AF1095
4442	plate_3_200	AG1478	0.0035813818342717	EGFR-p_AF1095
4443	plate_4_200	vehicle	0.002309057806312	EGFR-p_AF1095
4444	plate_5_200	AG1478	0.0029688613920021	EGFR-p_AF1095
4446	plate_5_163	AG1478	0.0034857549274093	EGFR-p_AF1095
4447	plate_3_217	AG1478	0.0031870453786941	EGFR-p_AF1095
4448	plate_5_217	AG1478	0.0032467367125996	EGFR-p_AF1095
4449	plate_6_217	vehicle	0.0035446816529775	EGFR-p_AF1095
4450	plate_4_195	AG1478	0.0035258033090524	EGFR-p_AF1095
4451	plate_6_195	vehicle	0.0033488974821564	EGFR-p_AF1095
4452	plate_1_160	AG1478	0.0027809749814971	EGFR-p_AF1095
4453	plate_4_160	AG1478	0.0039709258253662	EGFR-p_AF1095
4454	plate_5_160	vehicle	0.0024167423883124	EGFR-p_AF1095
4455	plate_6_160	AG1478	0.0029378499896005	EGFR-p_AF1095
4458	plate_2_226	AG1478	0.0031111218380537	EGFR-p_AF1095
4459	plate_4_226	vehicle	0.0035665588408403	EGFR-p_AF1095
4460	plate_5_226	AG1478	0.003336068235175	EGFR-p_AF1095
4465	plate_1_162	vehicle	0.0035762549508318	EGFR-p_AF1095
4466	plate_4_162	vehicle	0.0035549173024174	EGFR-p_AF1095
4468	plate_2_152	vehicle	0.003211436148413	EGFR-p_AF1095
4473	plate_2_164	AG1478	0.0039458182783448	EGFR-p_AF1095
4474	plate_3_164	vehicle	0.003254023722093	EGFR-p_AF1095
4475	plate_1_158	AG1478	0.0034084639675139	EGFR-p_AF1095
4476	plate_4_158	AG1478	0.0048546515311372	EGFR-p_AF1095
4477	plate_5_158	vehicle	0.0037838818567555	EGFR-p_AF1095
4478	plate_2_225	vehicle	0.0025660654363904	EGFR-p_AF1095
4479	plate_3_225	vehicle	0.0028416634234247	EGFR-p_AF1095
4481	plate_1_215	vehicle	0.0032692930695589	EGFR-p_AF1095
4482	plate_2_215	AG1478	0.0029800851968259	EGFR-p_AF1095
4483	plate_4_215	AG1478	0.0042530681736006	EGFR-p_AF1095
4484	plate_5_215	AG1478	0.0028870596202841	EGFR-p_AF1095
4485	plate_6_215	vehicle	0.0033148095690542	EGFR-p_AF1095
4486	plate_1_196	vehicle	0.0030054843781504	EGFR-p_AF1095
4487	plate_6_196	vehicle	0.0031407728970992	EGFR-p_AF1095
4488	plate_3_207	AG1478	0.003701194603576	EGFR-p_AF1095
4489	plate_4_207	vehicle	0.0031663925311625	EGFR-p_AF1095
4490	plate_6_207	AG1478	0.0024872893226749	EGFR-p_AF1095
4492	plate_1_199	vehicle	0.0030899957591339	EGFR-p_AF1095
4493	plate_3_199	vehicle	0.0022725770382509	EGFR-p_AF1095
4495	plate_1_197	AG1478	0.0035698880942561	EGFR-p_AF1095
4498	plate_3_229	AG1478	0.0033851654723773	EGFR-p_AF1095
4499	plate_4_229	AG1478	0.0029276508127898	EGFR-p_AF1095
4500	plate_6_229	vehicle	0.0028887140604829	EGFR-p_AF1095
4501	plate_1_233	vehicle	0.0028788645313807	EGFR-p_AF1095
4502	plate_3_233	AG1478	0.0037119026141893	EGFR-p_AF1095
4503	plate_4_233	AG1478	0.0026973976724788	EGFR-p_AF1095
4504	plate_5_233	AG1478	0.0041330786472853	EGFR-p_AF1095
4506	plate_1_234	vehicle	0.0027656648048526	EGFR-p_AF1095
4508	plate_3_234	AG1478	0.0025340836409917	EGFR-p_AF1095
4509	plate_2_193	vehicle	0.0030478481407687	EGFR-p_AF1095
4510	plate_4_193	AG1478	0.0034660204910875	EGFR-p_AF1095
4512	plate_1_171	vehicle	0.0048200494133676	IKB-a-p
4513	plate_5_171	vehicle	0.0049859064418295	IKB-a-p
4514	plate_6_171	vehicle	0.0049833334588315	IKB-a-p
4515	plate_1_169	vehicle	0.0058689847696125	IKB-a-p
4518	plate_6_169	vehicle	0.004363726126256	IKB-a-p
4519	plate_4_172	AG1478	0.0051911045827305	IKB-a-p
4520	plate_5_172	AG1478	0.0049064343371682	IKB-a-p
4522	plate_3_186	AG1478	0.0056984767832785	IKB-a-p
4523	plate_5_186	AG1478	0.0062043440551965	IKB-a-p
4524	plate_1_156	AG1478	0.0054186057927924	IKB-a-p
4525	plate_3_156	AG1478	0.0048851483570056	IKB-a-p
4527	plate_5_156	AG1478	0.0056333933073787	IKB-a-p
4529	plate_2_154	AG1478	0.0054202338410734	IKB-a-p
4530	plate_4_154	AG1478	0.0062116079533136	IKB-a-p
4531	plate_5_154	vehicle	0.0054067607174347	IKB-a-p
4532	plate_1_155	AG1478	0.0073630023168258	IKB-a-p
4533	plate_2_155	vehicle	0.0045472180788527	IKB-a-p
4534	plate_6_155	AG1478	0.0071316301423433	IKB-a-p
4536	plate_3_174	AG1478	0.0064022289449801	IKB-a-p
4538	plate_1_183	AG1478	0.0044809515340711	IKB-a-p
4539	plate_2_183	AG1478	0.0076840600997272	IKB-a-p
4540	plate_5_183	AG1478	0.006726401230616	IKB-a-p
4541	plate_6_183	AG1478	0.0035968001879994	IKB-a-p
4542	plate_2_151	AG1478	0.0064942633891061	IKB-a-p
4544	plate_6_151	AG1478	0.0049244964039954	IKB-a-p
4545	plate_1_190	vehicle	0.0044119767798376	IKB-a-p
4547	plate_4_190	AG1478	0.0075967966909485	IKB-a-p
4548	plate_1_173	AG1478	0.0065278868200622	IKB-a-p
4549	plate_2_173	vehicle	0.0045205171962468	IKB-a-p
4550	plate_3_173	vehicle	0.0075458299217939	IKB-a-p
4551	plate_5_173	vehicle	0.0047771897611054	IKB-a-p
4553	plate_1_187	AG1478	0.0109059992072934	IKB-a-p
4554	plate_2_187	vehicle	0.0052845566789379	IKB-a-p
4555	plate_3_187	vehicle	0.0051236561708372	IKB-a-p
4556	plate_4_187	vehicle	0.0048823463961163	IKB-a-p
4557	plate_5_187	AG1478	0.0063172288460632	IKB-a-p
4558	plate_6_187	vehicle	0.0046328371183982	IKB-a-p
4559	plate_1_178	AG1478	0.0046763297210563	IKB-a-p
4560	plate_2_178	AG1478	0.0053302684410161	IKB-a-p
4561	plate_1_168	AG1478	0.0064203624735382	IKB-a-p
4562	plate_4_168	vehicle	0.0040486734147139	IKB-a-p
4565	plate_3_185	vehicle	0.0060571865612068	IKB-a-p
4566	plate_4_185	AG1478	0.0059994336831498	IKB-a-p
4567	plate_5_185	AG1478	0.0058478347827539	IKB-a-p
4568	plate_5_157	vehicle	0.0059601910748226	IKB-a-p
4569	plate_4_181	vehicle	0.0045554351950927	IKB-a-p
4571	plate_1_177	AG1478	0.0065865385978321	IKB-a-p
4573	plate_2_166	AG1478	0.0075234121380775	IKB-a-p
4574	plate_3_166	vehicle	0.0060086293407494	IKB-a-p
4575	plate_2_167	AG1478	0.0051405918046756	IKB-a-p
4576	plate_3_167	AG1478	0.0046124664038003	IKB-a-p
4577	plate_4_167	AG1478	0.0055500507901206	IKB-a-p
4578	plate_6_167	AG1478	0.005526943138043	IKB-a-p
4580	plate_2_192	vehicle	0.0054703606233008	IKB-a-p
4582	plate_4_192	AG1478	0.008725660464627	IKB-a-p
4583	plate_1_188	AG1478	0.0069399819779775	IKB-a-p
4584	plate_2_188	AG1478	0.0040588109759584	IKB-a-p
4586	plate_5_188	AG1478	0.006943688797722	IKB-a-p
4587	plate_1_191	vehicle	0.0039817973966309	IKB-a-p
4588	plate_3_191	vehicle	0.0048918139668334	IKB-a-p
4590	plate_6_191	vehicle	0.0045398641433922	IKB-a-p
4592	plate_3_184	vehicle	0.0055802034742118	IKB-a-p
4593	plate_2_170	vehicle	0.0052468067736958	IKB-a-p
4594	plate_3_170	AG1478	0.0056718486431743	IKB-a-p
4595	plate_1_179	vehicle	0.0058495048060799	IKB-a-p
4596	plate_2_179	AG1478	0.0070876063276016	IKB-a-p
4597	plate_4_179	AG1478	0.006737027263231	IKB-a-p
4599	plate_6_179	AG1478	0.0057710948821099	IKB-a-p
4600	plate_5_153	vehicle	0.0066387975440058	IKB-a-p
4602	plate_1_175	AG1478	0.00532497637202	IKB-a-p
4603	plate_2_175	AG1478	0.0082892848757791	IKB-a-p
4604	plate_3_175	AG1478	0.0068426552158556	IKB-a-p
4606	plate_3_237	vehicle	0.0045273966396799	IKB-a-p
4608	plate_6_237	AG1478	0.0049694083869117	IKB-a-p
4609	plate_3_182	vehicle	0.0056592340927375	IKB-a-p
4611	plate_1_222	AG1478	0.0093341795365753	IKB-a-p
4613	plate_4_222	AG1478	0.0072335622191067	IKB-a-p
4614	plate_5_222	vehicle	0.0043239869860326	IKB-a-p
4616	plate_1_213	vehicle	0.0040443210324036	IKB-a-p
4617	plate_3_213	vehicle	0.0047629217306598	IKB-a-p
4618	plate_5_213	AG1478	0.0059335114987646	IKB-a-p
4620	plate_2_235	vehicle	0.0053682665540652	IKB-a-p
4627	plate_2_231	AG1478	0.0063044294410955	IKB-a-p
4628	plate_3_231	vehicle	0.0058200262516414	IKB-a-p
4629	plate_5_231	vehicle	0.0060936166604995	IKB-a-p
4630	plate_6_231	vehicle	0.0048400888427215	IKB-a-p
4631	plate_1_205	vehicle	0.004161125174543	IKB-a-p
4632	plate_2_205	AG1478	0.0069373311125787	IKB-a-p
4633	plate_6_205	vehicle	0.0040265720755503	IKB-a-p
4634	plate_1_241	AG1478	0.0066071024435817	IKB-a-p
4635	plate_4_241	AG1478	0.0055115961639242	IKB-a-p
4636	plate_6_241	AG1478	0.0053352443702135	IKB-a-p
4637	plate_3_206	vehicle	0.0065400528291258	IKB-a-p
4638	plate_5_206	AG1478	0.0060874486186989	IKB-a-p
4641	plate_5_165	vehicle	0.0052916988315121	IKB-a-p
4642	plate_1_230	vehicle	0.0047126661992001	IKB-a-p
4643	plate_2_230	AG1478	0.0072277626036009	IKB-a-p
4644	plate_4_230	AG1478	0.0051798006370725	IKB-a-p
4645	plate_1_203	vehicle	0.0047746638160577	IKB-a-p
4646	plate_2_203	vehicle	0.0052612084234729	IKB-a-p
4648	plate_3_209	vehicle	0.0051570825076044	IKB-a-p
4649	plate_4_209	AG1478	0.0050460708120975	IKB-a-p
4650	plate_5_209	vehicle	0.0046712591023157	IKB-a-p
4652	plate_4_223	AG1478	0.0061429072656166	IKB-a-p
4653	plate_2_236	AG1478	0.0041559632060458	IKB-a-p
4655	plate_5_236	AG1478	0.0082328200260103	IKB-a-p
4656	plate_1_159	AG1478	0.0062615194283827	IKB-a-p
4657	plate_2_159	vehicle	0.0060721531397691	IKB-a-p
4658	plate_5_159	AG1478	0.005916704665533	IKB-a-p
4660	plate_4_219	vehicle	0.005323710568151	IKB-a-p
4661	plate_5_219	vehicle	0.0048907314343599	IKB-a-p
4663	plate_1_212	vehicle	0.0044599075779434	IKB-a-p
4664	plate_2_212	vehicle	0.0054477058779799	IKB-a-p
4666	plate_2_238	AG1478	0.0036024906147168	IKB-a-p
4667	plate_4_238	AG1478	0.0069011027701941	IKB-a-p
4668	plate_5_238	vehicle	0.0055844292059028	IKB-a-p
4669	plate_6_238	AG1478	0.0051258214943824	IKB-a-p
4670	plate_2_232	AG1478	0.0063566606367326	IKB-a-p
4671	plate_3_232	AG1478	0.0064481777950711	IKB-a-p
4672	plate_5_232	AG1478	0.0050689713766782	IKB-a-p
4673	plate_2_180	vehicle	0.0042270433370702	IKB-a-p
4674	plate_3_180	AG1478	0.0051725605354574	IKB-a-p
4675	plate_5_180	vehicle	0.0049093743768065	IKB-a-p
4676	plate_6_180	AG1478	0.0059859612213181	IKB-a-p
4677	plate_2_204	vehicle	0.0052021161713033	IKB-a-p
4678	plate_3_204	vehicle	0.0048934429267083	IKB-a-p
4679	plate_5_204	vehicle	0.0050445404621196	IKB-a-p
4680	plate_6_204	AG1478	0.0036696741375566	IKB-a-p
4681	plate_2_210	AG1478	0.0046115328945421	IKB-a-p
4682	plate_3_210	AG1478	0.0049465746099966	IKB-a-p
4683	plate_4_210	vehicle	0.00499537703911	IKB-a-p
4684	plate_5_210	AG1478	0.0081846632905549	IKB-a-p
4685	plate_6_210	vehicle	0.0059639826130672	IKB-a-p
4687	plate_2_224	vehicle	0.0055077838750428	IKB-a-p
4688	plate_6_224	vehicle	0.004413002491287	IKB-a-p
4689	plate_2_228	AG1478	0.005473915649847	IKB-a-p
4691	plate_5_228	vehicle	0.006557457759911	IKB-a-p
4692	plate_6_228	vehicle	0.0056948505808273	IKB-a-p
4693	plate_2_201	AG1478	0.0037647050077988	IKB-a-p
4695	plate_5_201	AG1478	0.0065658546654992	IKB-a-p
4696	plate_6_201	AG1478	0.0080357751175856	IKB-a-p
4697	plate_1_211	AG1478	0.0056337539252251	IKB-a-p
4699	plate_4_211	vehicle	0.0051540413616611	IKB-a-p
4700	plate_2_220	AG1478	0.0073798412855892	IKB-a-p
4701	plate_5_220	vehicle	0.0051737425989506	IKB-a-p
4702	plate_6_220	AG1478	0.0061104053519327	IKB-a-p
4703	plate_1_214	AG1478	0.0044741069226087	IKB-a-p
4704	plate_2_214	vehicle	0.0055298260423956	IKB-a-p
4707	plate_4_202	vehicle	0.0057289344425208	IKB-a-p
4709	plate_3_218	AG1478	0.0078476721286195	IKB-a-p
4710	plate_5_218	vehicle	0.0063556707969239	IKB-a-p
4712	plate_1_244	vehicle	0.0042751781049536	IKB-a-p
4713	plate_3_244	AG1478	0.0085146528171191	IKB-a-p
4714	plate_4_244	vehicle	0.0057261596777296	IKB-a-p
4716	plate_1_194	AG1478	0.0057630101321923	IKB-a-p
4717	plate_2_194	AG1478	0.0065219961107218	IKB-a-p
4718	plate_3_194	AG1478	0.0074833646585894	IKB-a-p
4719	plate_4_194	AG1478	0.0068764360662566	IKB-a-p
4720	plate_5_194	AG1478	0.0049428198246243	IKB-a-p
4721	plate_1_227	AG1478	0.0055449062861947	IKB-a-p
4722	plate_3_227	vehicle	0.0045155317080891	IKB-a-p
4723	plate_6_227	vehicle	0.0043059816168144	IKB-a-p
4724	plate_3_200	AG1478	0.0039906075668283	IKB-a-p
4725	plate_4_200	vehicle	0.0064750880293084	IKB-a-p
4726	plate_5_200	AG1478	0.0052780759313506	IKB-a-p
4728	plate_5_163	AG1478	0.0059356112123227	IKB-a-p
4729	plate_3_217	AG1478	0.0067608429722663	IKB-a-p
4730	plate_5_217	AG1478	0.0083064376617837	IKB-a-p
4731	plate_6_217	vehicle	0.0036035030760967	IKB-a-p
4732	plate_4_195	AG1478	0.0062784193000325	IKB-a-p
4733	plate_6_195	vehicle	0.0048819203678957	IKB-a-p
4734	plate_1_160	AG1478	0.0073422391640572	IKB-a-p
4735	plate_4_160	AG1478	0.0057383240412256	IKB-a-p
4736	plate_5_160	vehicle	0.0046794814862305	IKB-a-p
4737	plate_6_160	AG1478	0.006741372657039	IKB-a-p
4740	plate_2_226	AG1478	0.005411196453419	IKB-a-p
4741	plate_4_226	vehicle	0.0042669537386654	IKB-a-p
4742	plate_5_226	AG1478	0.0068980270992116	IKB-a-p
4747	plate_1_162	vehicle	0.0050786628265144	IKB-a-p
4748	plate_4_162	vehicle	0.0051713033623461	IKB-a-p
4750	plate_2_152	vehicle	0.0051315963582703	IKB-a-p
4755	plate_2_164	AG1478	0.0062551691626499	IKB-a-p
4756	plate_3_164	vehicle	0.0047858833923522	IKB-a-p
4757	plate_1_158	AG1478	0.007080167745467	IKB-a-p
4758	plate_4_158	AG1478	0.00593915762369	IKB-a-p
4759	plate_5_158	vehicle	0.0050252420699551	IKB-a-p
4760	plate_2_225	vehicle	0.0054542882512804	IKB-a-p
4761	plate_3_225	vehicle	0.0055152319262072	IKB-a-p
4763	plate_1_215	vehicle	0.0047096979824997	IKB-a-p
4764	plate_2_215	AG1478	0.0040978089251173	IKB-a-p
4765	plate_4_215	AG1478	0.0067396464247525	IKB-a-p
4766	plate_5_215	AG1478	0.0066891796635275	IKB-a-p
4767	plate_6_215	vehicle	0.004909072633066	IKB-a-p
4768	plate_1_196	vehicle	0.0046278069075017	IKB-a-p
4769	plate_6_196	vehicle	0.0043925610157844	IKB-a-p
4770	plate_3_207	AG1478	0.0076082371454099	IKB-a-p
4771	plate_4_207	vehicle	0.0047554522722164	IKB-a-p
4772	plate_6_207	AG1478	0.0072277895484632	IKB-a-p
4774	plate_1_199	vehicle	0.0044923296782942	IKB-a-p
4775	plate_3_199	vehicle	0.0055642610317052	IKB-a-p
4777	plate_1_197	AG1478	0.0080673490603991	IKB-a-p
4780	plate_3_229	AG1478	0.0049035678866445	IKB-a-p
4781	plate_4_229	AG1478	0.0067085676656881	IKB-a-p
4782	plate_6_229	vehicle	0.0058893564970222	IKB-a-p
4783	plate_1_233	vehicle	0.0051572647088962	IKB-a-p
4784	plate_3_233	AG1478	0.0047855405625538	IKB-a-p
4785	plate_4_233	AG1478	0.006397584421878	IKB-a-p
4786	plate_5_233	AG1478	0.0055405216715298	IKB-a-p
4788	plate_1_234	vehicle	0.0054692367108786	IKB-a-p
4790	plate_3_234	AG1478	0.0060237693467449	IKB-a-p
4791	plate_2_193	vehicle	0.0047768236225719	IKB-a-p
4792	plate_4_193	AG1478	0.0062250503971466	IKB-a-p
5076	plate_1_171	vehicle	0.001465596128284	Jak1-p
5077	plate_5_171	vehicle	0.0013775483467394	Jak1-p
5078	plate_6_171	vehicle	0.0020329781718727	Jak1-p
5079	plate_1_169	vehicle	0.0015334162979528	Jak1-p
5082	plate_6_169	vehicle	0.0015295090776619	Jak1-p
5083	plate_4_172	AG1478	0.0021670976484687	Jak1-p
5084	plate_5_172	AG1478	0.0021294852277821	Jak1-p
5086	plate_3_186	AG1478	0.0019743264005679	Jak1-p
5087	plate_5_186	AG1478	0.0018980143690194	Jak1-p
5088	plate_1_156	AG1478	0.0023358397815442	Jak1-p
5089	plate_3_156	AG1478	0.0018676980839406	Jak1-p
5091	plate_5_156	AG1478	0.0018781063401393	Jak1-p
5093	plate_2_154	AG1478	0.0019475394158284	Jak1-p
5094	plate_4_154	AG1478	0.0018655394216765	Jak1-p
5095	plate_5_154	vehicle	0.001569914999522	Jak1-p
5096	plate_1_155	AG1478	0.0019469060995654	Jak1-p
5097	plate_2_155	vehicle	0.0018116495597029	Jak1-p
5098	plate_6_155	AG1478	0.0017159862220122	Jak1-p
5100	plate_3_174	AG1478	0.0017093616856742	Jak1-p
5102	plate_1_183	AG1478	0.0016157034993227	Jak1-p
5103	plate_2_183	AG1478	0.0017596898558378	Jak1-p
5104	plate_5_183	AG1478	0.0024152507115726	Jak1-p
5105	plate_6_183	AG1478	0.0022433745779001	Jak1-p
5106	plate_2_151	AG1478	0.0019873549215257	Jak1-p
5108	plate_6_151	AG1478	0.0018159884325726	Jak1-p
5109	plate_1_190	vehicle	0.001690033573671	Jak1-p
5111	plate_4_190	AG1478	0.0017191442207729	Jak1-p
5112	plate_1_173	AG1478	0.0018948687426629	Jak1-p
5113	plate_2_173	vehicle	0.0014955979146322	Jak1-p
5114	plate_3_173	vehicle	0.0021726375806377	Jak1-p
5115	plate_5_173	vehicle	0.0015812908662815	Jak1-p
5117	plate_1_187	AG1478	0.0018082300985271	Jak1-p
5118	plate_2_187	vehicle	0.0015764603851774	Jak1-p
5119	plate_3_187	vehicle	0.0016939934873326	Jak1-p
5120	plate_4_187	vehicle	0.0019045458996758	Jak1-p
5121	plate_5_187	AG1478	0.0016951788635066	Jak1-p
5122	plate_6_187	vehicle	0.0018982306455374	Jak1-p
5123	plate_1_178	AG1478	0.0018301956134083	Jak1-p
5124	plate_2_178	AG1478	0.0011976348119718	Jak1-p
5125	plate_1_168	AG1478	0.0016818815089244	Jak1-p
5126	plate_4_168	vehicle	0.0013341864263358	Jak1-p
5129	plate_3_185	vehicle	0.0016336169638192	Jak1-p
5130	plate_4_185	AG1478	0.0018804839168182	Jak1-p
5131	plate_5_185	AG1478	0.0014416541629052	Jak1-p
5132	plate_5_157	vehicle	0.0014092981586746	Jak1-p
5133	plate_4_181	vehicle	0.0016991639313611	Jak1-p
5135	plate_1_177	AG1478	0.0022590287976162	Jak1-p
5137	plate_2_166	AG1478	0.0021841777435683	Jak1-p
5138	plate_3_166	vehicle	0.0013501967107572	Jak1-p
5139	plate_2_167	AG1478	0.0024913172975095	Jak1-p
5140	plate_3_167	AG1478	0.0021026390354138	Jak1-p
5141	plate_4_167	AG1478	0.0014144040910607	Jak1-p
5142	plate_6_167	AG1478	0.0015539534667054	Jak1-p
5144	plate_2_192	vehicle	0.0011858446447042	Jak1-p
5146	plate_4_192	AG1478	0.0021873086382931	Jak1-p
5147	plate_1_188	AG1478	0.0017087466322699	Jak1-p
5148	plate_2_188	AG1478	0.001513943588589	Jak1-p
5150	plate_5_188	AG1478	0.0019443785014213	Jak1-p
5151	plate_1_191	vehicle	0.0018957505739369	Jak1-p
5152	plate_3_191	vehicle	0.0018387393466469	Jak1-p
5154	plate_6_191	vehicle	0.0019452626253965	Jak1-p
5156	plate_3_184	vehicle	0.0015525209170434	Jak1-p
5157	plate_2_170	vehicle	0.0021641097888749	Jak1-p
5158	plate_3_170	AG1478	0.0022860200837439	Jak1-p
5159	plate_1_179	vehicle	0.0018134625840885	Jak1-p
5160	plate_2_179	AG1478	0.0019836093922626	Jak1-p
5161	plate_4_179	AG1478	0.0019371097765684	Jak1-p
5163	plate_6_179	AG1478	0.0018086763541976	Jak1-p
5164	plate_5_153	vehicle	0.0017206610105681	Jak1-p
5166	plate_1_175	AG1478	0.0011527137977315	Jak1-p
5167	plate_2_175	AG1478	0.0018916077575918	Jak1-p
5168	plate_3_175	AG1478	0.0018859563798644	Jak1-p
5170	plate_3_237	vehicle	0.0016217189764021	Jak1-p
5172	plate_6_237	AG1478	0.0019039113516272	Jak1-p
5173	plate_3_182	vehicle	0.0022857557276689	Jak1-p
5175	plate_1_222	AG1478	0.0021811200631052	Jak1-p
5177	plate_4_222	AG1478	0.0025115660184693	Jak1-p
